dataset,top_n,gene_mode,gene_id,fold,modality,f1
CDRP-bio,10,random,rand1,9,Late Fusion,0.13675213675213674
CDRP-bio,10,random,rand2,9,CP,0.13675213675213674
CDRP-bio,10,random,rand2,9,GE,0.07142857142857142
CDRP-bio,10,random,rand2,9,Early Fusion,0.059379217273954114
CDRP-bio,10,random,rand2,9,Late Fusion,0.1984126984126984
CDRP-bio,10,random,rand3,9,CP,0.13675213675213674
CDRP-bio,10,random,rand3,9,GE,0.0
CDRP-bio,10,random,rand3,9,Early Fusion,0.11988304093567252
CDRP-bio,10,random,rand3,9,Late Fusion,0.12698412698412698
CDRP-bio,10,random,rand4,9,CP,0.13675213675213674
CDRP-bio,10,random,rand4,9,GE,0.09333333333333332
CDRP-bio,10,random,rand4,9,Early Fusion,0.11794871794871795
CDRP-bio,10,random,rand4,9,Late Fusion,0.12698412698412698
CDRP-bio,10,random,rand5,9,CP,0.13675213675213674
CDRP-bio,10,random,rand5,9,GE,0.02222222222222222
CDRP-bio,10,random,rand5,9,Early Fusion,0.12777777777777777
CDRP-bio,10,random,rand5,9,Late Fusion,0.1623931623931624
CDRP-bio,10,ranked,r0,10,CP,0.11428571428571428
CDRP-bio,10,ranked,r0,10,GE,0.14615384615384616
CDRP-bio,10,ranked,r0,10,Early Fusion,0.1427536231884058
CDRP-bio,10,ranked,r0,10,Late Fusion,0.11052631578947367
CDRP-bio,10,random,rand1,10,CP,0.11428571428571428
CDRP-bio,10,random,rand1,10,GE,0.11843137254901961
CDRP-bio,10,random,rand1,10,Early Fusion,0.1427536231884058
CDRP-bio,10,random,rand1,10,Late Fusion,0.13968253968253969
CDRP-bio,10,random,rand2,10,CP,0.11428571428571428
CDRP-bio,10,random,rand2,10,GE,0.13333333333333333
CDRP-bio,10,random,rand2,10,Early Fusion,0.1427536231884058
CDRP-bio,10,random,rand2,10,Late Fusion,0.11000000000000001
CDRP-bio,10,random,rand3,10,CP,0.11428571428571428
CDRP-bio,10,random,rand3,10,GE,0.0404040404040404
CDRP-bio,10,random,rand3,10,Early Fusion,0.1427536231884058
CDRP-bio,10,random,rand3,10,Late Fusion,0.07777777777777777
CDRP-bio,10,random,rand4,10,CP,0.11428571428571428
CDRP-bio,10,random,rand4,10,GE,0.09917355371900825
CDRP-bio,10,random,rand4,10,Early Fusion,0.1427536231884058
CDRP-bio,10,random,rand4,10,Late Fusion,0.10952380952380954
CDRP-bio,10,random,rand5,10,CP,0.11428571428571428
CDRP-bio,10,random,rand5,10,GE,0.009090909090909092
CDRP-bio,10,random,rand5,10,Early Fusion,0.1427536231884058
CDRP-bio,10,random,rand5,10,Late Fusion,0.11000000000000001
CDRP-bio,15,ranked,r0,1,CP,0.10769230769230768
CDRP-bio,15,ranked,r0,1,GE,0.22222222222222224
CDRP-bio,15,ranked,r0,1,Early Fusion,0.13095238095238093
CDRP-bio,15,ranked,r0,1,Late Fusion,0.07692307692307693
CDRP-bio,15,random,rand1,1,CP,0.10769230769230768
CDRP-bio,15,random,rand1,1,GE,0.125
CDRP-bio,15,random,rand1,1,Early Fusion,0.1369047619047619
CDRP-bio,15,random,rand1,1,Late Fusion,0.11224489795918367
CDRP-bio,15,random,rand2,1,CP,0.10769230769230768
CDRP-bio,15,random,rand2,1,GE,0.06666666666666667
CDRP-bio,15,random,rand2,1,Early Fusion,0.12797619047619047
CDRP-bio,15,random,rand2,1,Late Fusion,0.09999999999999999
CDRP-bio,15,random,rand3,1,CP,0.10769230769230768
CDRP-bio,15,random,rand3,1,GE,0.1607142857142857
CDRP-bio,15,random,rand3,1,Early Fusion,0.1330891330891331
CDRP-bio,15,random,rand3,1,Late Fusion,0.11785714285714285
CDRP-bio,15,random,rand4,1,CP,0.10769230769230768
CDRP-bio,15,random,rand4,1,GE,0.058823529411764705
CDRP-bio,15,random,rand4,1,Early Fusion,0.14615384615384613
CDRP-bio,15,random,rand4,1,Late Fusion,0.11111111111111112
CDRP-bio,15,random,rand5,1,CP,0.10769230769230768
CDRP-bio,15,random,rand5,1,GE,0.11538461538461539
CDRP-bio,15,random,rand5,1,Early Fusion,0.12811791383219956
CDRP-bio,15,random,rand5,1,Late Fusion,0.06666666666666667
CDRP-bio,15,ranked,r0,2,CP,0.13333333333333333
CDRP-bio,15,ranked,r0,2,GE,0.038461538461538464
CDRP-bio,15,ranked,r0,2,Early Fusion,0.0625
CDRP-bio,15,ranked,r0,2,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand1,2,CP,0.13333333333333333
CDRP-bio,15,random,rand1,2,GE,0.13095238095238093
CDRP-bio,15,random,rand1,2,Early Fusion,0.14814814814814817
CDRP-bio,15,random,rand1,2,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand2,2,CP,0.13333333333333333
CDRP-bio,15,random,rand2,2,GE,0.1111111111111111
CDRP-bio,15,random,rand2,2,Early Fusion,0.0625
CDRP-bio,15,random,rand2,2,Late Fusion,0.0763888888888889
CDRP-bio,15,random,rand3,2,CP,0.13333333333333333
CDRP-bio,15,random,rand3,2,GE,0.0
CDRP-bio,15,random,rand3,2,Early Fusion,0.16
CDRP-bio,15,random,rand3,2,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand4,2,CP,0.13333333333333333
CDRP-bio,15,random,rand4,2,GE,0.10769230769230768
CDRP-bio,15,random,rand4,2,Early Fusion,0.08148148148148149
CDRP-bio,15,random,rand4,2,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand5,2,CP,0.13333333333333333
CDRP-bio,15,random,rand5,2,GE,0.0989010989010989
CDRP-bio,15,random,rand5,2,Early Fusion,0.0625
CDRP-bio,15,random,rand5,2,Late Fusion,0.2
CDRP-bio,15,ranked,r0,3,CP,0.125
CDRP-bio,15,ranked,r0,3,GE,0.1625
CDRP-bio,15,ranked,r0,3,Early Fusion,0.14583333333333331
CDRP-bio,15,ranked,r0,3,Late Fusion,0.12202380952380952
CDRP-bio,15,random,rand1,3,CP,0.125
CDRP-bio,15,random,rand1,3,GE,0.07142857142857142
CDRP-bio,15,random,rand1,3,Early Fusion,0.12916666666666665
CDRP-bio,15,random,rand1,3,Late Fusion,0.12916666666666665
CDRP-bio,15,random,rand2,3,CP,0.125
CDRP-bio,15,random,rand2,3,GE,0.09333333333333332
CDRP-bio,15,random,rand2,3,Early Fusion,0.14166666666666666
CDRP-bio,15,random,rand2,3,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand3,3,CP,0.125
CDRP-bio,15,random,rand3,3,GE,0.047619047619047616
CDRP-bio,15,random,rand3,3,Early Fusion,0.1380952380952381
CDRP-bio,15,random,rand3,3,Late Fusion,0.12444444444444443
CDRP-bio,15,random,rand4,3,CP,0.125
CDRP-bio,15,random,rand4,3,GE,0.15476190476190474
CDRP-bio,15,random,rand4,3,Early Fusion,0.12202380952380952
CDRP-bio,15,random,rand4,3,Late Fusion,0.14583333333333331
CDRP-bio,15,random,rand5,3,CP,0.125
CDRP-bio,15,random,rand5,3,GE,0.09333333333333332
CDRP-bio,15,random,rand5,3,Early Fusion,0.14166666666666666
CDRP-bio,15,random,rand5,3,Late Fusion,0.12916666666666665
CDRP-bio,15,ranked,r0,4,CP,0.13095238095238093
CDRP-bio,15,ranked,r0,4,GE,0.028571428571428574
CDRP-bio,15,ranked,r0,4,Early Fusion,0.18055555555555555
CDRP-bio,15,ranked,r0,4,Late Fusion,0.14285714285714285
CDRP-bio,15,random,rand1,4,CP,0.13095238095238093
CDRP-bio,15,random,rand1,4,GE,0.0
CDRP-bio,15,random,rand1,4,Early Fusion,0.18055555555555555
CDRP-bio,15,random,rand1,4,Late Fusion,0.13888888888888887
CDRP-bio,15,random,rand2,4,CP,0.13095238095238093
CDRP-bio,15,random,rand2,4,GE,0.0
CDRP-bio,15,random,rand2,4,Early Fusion,0.18055555555555555
CDRP-bio,15,random,rand2,4,Late Fusion,0.11190476190476191
CDRP-bio,15,random,rand3,4,CP,0.13095238095238093
CDRP-bio,15,random,rand3,4,GE,0.007518796992481203
CDRP-bio,15,random,rand3,4,Early Fusion,0.18055555555555555
CDRP-bio,15,random,rand3,4,Late Fusion,0.1282051282051282
CDRP-bio,15,random,rand4,4,CP,0.13095238095238093
CDRP-bio,15,random,rand4,4,GE,0.0
CDRP-bio,15,random,rand4,4,Early Fusion,0.11538461538461539
CDRP-bio,15,random,rand4,4,Late Fusion,0.11190476190476191
CDRP-bio,15,random,rand5,4,CP,0.13095238095238093
CDRP-bio,15,random,rand5,4,GE,0.0
CDRP-bio,15,random,rand5,4,Early Fusion,0.16666666666666666
CDRP-bio,15,random,rand5,4,Late Fusion,0.10897435897435896
CDRP-bio,15,ranked,r0,5,CP,0.21999999999999995
CDRP-bio,15,ranked,r0,5,GE,0.11458333333333331
CDRP-bio,15,ranked,r0,5,Early Fusion,0.17857142857142855
CDRP-bio,15,ranked,r0,5,Late Fusion,0.23464052287581696
CDRP-bio,15,random,rand1,5,CP,0.21999999999999995
CDRP-bio,15,random,rand1,5,GE,0.13333333333333333
CDRP-bio,15,random,rand1,5,Early Fusion,0.17619047619047618
CDRP-bio,15,random,rand1,5,Late Fusion,0.22732843137254902
CDRP-bio,15,random,rand2,5,CP,0.21999999999999995
CDRP-bio,15,random,rand2,5,GE,0.13111111111111112
CDRP-bio,15,random,rand2,5,Early Fusion,0.17857142857142858
CDRP-bio,15,random,rand2,5,Late Fusion,0.2457516339869281
CDRP-bio,15,random,rand3,5,CP,0.21999999999999995
CDRP-bio,15,random,rand3,5,GE,0.03333333333333333
CDRP-bio,15,random,rand3,5,Early Fusion,0.17857142857142858
CDRP-bio,15,random,rand3,5,Late Fusion,0.24074074074074073
CDRP-bio,15,random,rand4,5,CP,0.21999999999999995
CDRP-bio,15,random,rand4,5,GE,0.05
CDRP-bio,15,random,rand4,5,Early Fusion,0.17857142857142855
CDRP-bio,15,random,rand4,5,Late Fusion,0.20098039215686272
CDRP-bio,15,random,rand5,5,CP,0.21999999999999995
CDRP-bio,15,random,rand5,5,GE,0.09333333333333332
CDRP-bio,15,random,rand5,5,Early Fusion,0.17857142857142855
CDRP-bio,15,random,rand5,5,Late Fusion,0.21999999999999995
CDRP-bio,15,ranked,r0,6,CP,0.10476190476190476
CDRP-bio,15,ranked,r0,6,GE,0.11282051282051284
CDRP-bio,15,ranked,r0,6,Early Fusion,0.09166666666666667
CDRP-bio,15,ranked,r0,6,Late Fusion,0.09777777777777778
CDRP-bio,15,random,rand1,6,CP,0.10476190476190476
CDRP-bio,15,random,rand1,6,GE,0.13015873015873014
CDRP-bio,15,random,rand1,6,Early Fusion,0.08666666666666667
CDRP-bio,15,random,rand1,6,Late Fusion,0.1142857142857143
CDRP-bio,15,random,rand2,6,CP,0.10476190476190476
CDRP-bio,15,random,rand2,6,GE,0.0
CDRP-bio,15,random,rand2,6,Early Fusion,0.09166666666666667
CDRP-bio,15,random,rand2,6,Late Fusion,0.1
CDRP-bio,15,random,rand3,6,CP,0.10476190476190476
CDRP-bio,15,random,rand3,6,GE,0.08392857142857144
CDRP-bio,15,random,rand3,6,Early Fusion,0.08666666666666667
CDRP-bio,15,random,rand3,6,Late Fusion,0.09777777777777778
CDRP-bio,15,random,rand4,6,CP,0.10476190476190476
CDRP-bio,15,random,rand4,6,GE,0.0
CDRP-bio,15,random,rand4,6,Early Fusion,0.09166666666666667
CDRP-bio,15,random,rand4,6,Late Fusion,0.09166666666666667
CDRP-bio,15,random,rand5,6,CP,0.10476190476190476
CDRP-bio,15,random,rand5,6,GE,0.12040816326530611
CDRP-bio,15,random,rand5,6,Early Fusion,0.09166666666666667
CDRP-bio,15,random,rand5,6,Late Fusion,0.09777777777777778
CDRP-bio,15,ranked,r0,7,CP,0.19047619047619047
CDRP-bio,15,ranked,r0,7,GE,0.11904761904761904
CDRP-bio,15,ranked,r0,7,Early Fusion,0.13095238095238093
CDRP-bio,15,ranked,r0,7,Late Fusion,0.1870748299319728
CDRP-bio,15,random,rand1,7,CP,0.19047619047619047
CDRP-bio,15,random,rand1,7,GE,0.16874236874236875
CDRP-bio,15,random,rand1,7,Early Fusion,0.18717948717948715
CDRP-bio,15,random,rand1,7,Late Fusion,0.19047619047619047
CDRP-bio,15,random,rand2,7,CP,0.19047619047619047
CDRP-bio,15,random,rand2,7,GE,0.016666666666666666
CDRP-bio,15,random,rand2,7,Early Fusion,0.13852813852813853
CDRP-bio,15,random,rand2,7,Late Fusion,0.19047619047619047
CDRP-bio,15,random,rand3,7,CP,0.19047619047619047
CDRP-bio,15,random,rand3,7,GE,0.019047619047619046
CDRP-bio,15,random,rand3,7,Early Fusion,0.19017094017094013
CDRP-bio,15,random,rand3,7,Late Fusion,0.15952380952380954
CDRP-bio,15,random,rand4,7,CP,0.19047619047619047
CDRP-bio,15,random,rand4,7,GE,0.14571428571428574
CDRP-bio,15,random,rand4,7,Early Fusion,0.19120879120879122
CDRP-bio,15,random,rand4,7,Late Fusion,0.19047619047619047
CDRP-bio,15,random,rand5,7,CP,0.19047619047619047
CDRP-bio,15,random,rand5,7,GE,0.04444444444444444
CDRP-bio,15,random,rand5,7,Early Fusion,0.19120879120879122
CDRP-bio,15,random,rand5,7,Late Fusion,0.19047619047619047
CDRP-bio,15,ranked,r0,8,CP,0.2358974358974359
CDRP-bio,15,ranked,r0,8,GE,0.0857142857142857
CDRP-bio,15,ranked,r0,8,Early Fusion,0.24829931972789113
CDRP-bio,15,ranked,r0,8,Late Fusion,0.2358974358974359
CDRP-bio,15,random,rand1,8,CP,0.2358974358974359
CDRP-bio,15,random,rand1,8,GE,0.041666666666666664
CDRP-bio,15,random,rand1,8,Early Fusion,0.23174603174603173
CDRP-bio,15,random,rand1,8,Late Fusion,0.2006802721088435
CDRP-bio,15,random,rand2,8,CP,0.2358974358974359
CDRP-bio,15,random,rand2,8,GE,0.03571428571428571
CDRP-bio,15,random,rand2,8,Early Fusion,0.23174603174603173
CDRP-bio,15,random,rand2,8,Late Fusion,0.2292517006802721
CDRP-bio,15,random,rand3,8,CP,0.2358974358974359
CDRP-bio,15,random,rand3,8,GE,0.06111111111111111
CDRP-bio,15,random,rand3,8,Early Fusion,0.23174603174603173
CDRP-bio,15,random,rand3,8,Late Fusion,0.2161172161172161
CDRP-bio,15,random,rand4,8,CP,0.2358974358974359
CDRP-bio,15,random,rand4,8,GE,0.05128205128205128
CDRP-bio,15,random,rand4,8,Early Fusion,0.24829931972789113
CDRP-bio,15,random,rand4,8,Late Fusion,0.19047619047619047
CDRP-bio,15,random,rand5,8,CP,0.2358974358974359
CDRP-bio,15,random,rand5,8,GE,0.0625
CDRP-bio,15,random,rand5,8,Early Fusion,0.23174603174603173
CDRP-bio,15,random,rand5,8,Late Fusion,0.20512820512820512
CDRP-bio,15,ranked,r0,9,CP,0.13675213675213674
CDRP-bio,15,ranked,r0,9,GE,0.14957264957264957
CDRP-bio,15,ranked,r0,9,Early Fusion,0.13630229419703102
CDRP-bio,15,ranked,r0,9,Late Fusion,0.13675213675213674
CDRP-bio,15,random,rand1,9,CP,0.13675213675213674
CDRP-bio,15,random,rand1,9,GE,0.09333333333333332
CDRP-bio,15,random,rand1,9,Early Fusion,0.15553306342780024
CDRP-bio,15,random,rand1,9,Late Fusion,0.12698412698412698
CDRP-bio,15,random,rand2,9,CP,0.13675213675213674
CDRP-bio,15,random,rand2,9,GE,0.07692307692307693
CDRP-bio,15,random,rand2,9,Early Fusion,0.13263929053402737
CDRP-bio,15,random,rand2,9,Late Fusion,0.13675213675213674
CDRP-bio,15,random,rand3,9,CP,0.13675213675213674
CDRP-bio,15,random,rand3,9,GE,0.0606060606060606
CDRP-bio,15,random,rand3,9,Early Fusion,0.13503455608718765
CDRP-bio,15,random,rand3,9,Late Fusion,0.13333333333333333
CDRP-bio,15,random,rand4,9,CP,0.13675213675213674
CDRP-bio,15,random,rand4,9,GE,0.047619047619047616
CDRP-bio,15,random,rand4,9,Early Fusion,0.12775528565002248
CDRP-bio,15,random,rand4,9,Late Fusion,0.12698412698412698
CDRP-bio,15,random,rand5,9,CP,0.13675213675213674
CDRP-bio,15,random,rand5,9,GE,0.3055555555555555
CDRP-bio,15,random,rand5,9,Early Fusion,0.13717627401837926
CDRP-bio,15,random,rand5,9,Late Fusion,0.1746031746031746
CDRP-bio,15,ranked,r0,10,CP,0.11428571428571428
CDRP-bio,15,ranked,r0,10,GE,0.06746031746031746
CDRP-bio,15,ranked,r0,10,Early Fusion,0.07142857142857142
CDRP-bio,15,ranked,r0,10,Late Fusion,0.11333333333333333
CDRP-bio,15,random,rand1,10,CP,0.11428571428571428
CDRP-bio,15,random,rand1,10,GE,0.09615384615384615
CDRP-bio,15,random,rand1,10,Early Fusion,0.07692307692307693
CDRP-bio,15,random,rand1,10,Late Fusion,0.1403361344537815
CDRP-bio,15,random,rand2,10,CP,0.11428571428571428
CDRP-bio,15,random,rand2,10,GE,0.19138755980861244
CDRP-bio,15,random,rand2,10,Early Fusion,0.07142857142857142
CDRP-bio,15,random,rand2,10,Late Fusion,0.1125
CDRP-bio,15,random,rand3,10,CP,0.11428571428571428
CDRP-bio,15,random,rand3,10,GE,0.06837606837606837
CDRP-bio,15,random,rand3,10,Early Fusion,0.07692307692307693
CDRP-bio,15,random,rand3,10,Late Fusion,0.1125
CDRP-bio,15,random,rand4,10,CP,0.11428571428571428
CDRP-bio,15,random,rand4,10,GE,0.08875739644970414
CDRP-bio,15,random,rand4,10,Early Fusion,0.07142857142857142
CDRP-bio,15,random,rand4,10,Late Fusion,0.14583333333333331
CDRP-bio,15,random,rand5,10,CP,0.11428571428571428
CDRP-bio,15,random,rand5,10,GE,0.09615384615384615
CDRP-bio,15,random,rand5,10,Early Fusion,0.07142857142857142
CDRP-bio,15,random,rand5,10,Late Fusion,0.1125
CDRP-bio,20,ranked,r0,1,CP,0.10769230769230768
CDRP-bio,20,ranked,r0,1,GE,0.2388888888888889
CDRP-bio,20,ranked,r0,1,Early Fusion,0.10714285714285714
CDRP-bio,20,ranked,r0,1,Late Fusion,0.12478632478632479
CDRP-bio,20,random,rand1,1,CP,0.10769230769230768
CDRP-bio,20,random,rand1,1,GE,0.11904761904761904
CDRP-bio,20,random,rand1,1,Early Fusion,0.14335664335664336
CDRP-bio,20,random,rand1,1,Late Fusion,0.10222222222222221
CDRP-bio,20,random,rand2,1,CP,0.10769230769230768
CDRP-bio,20,random,rand2,1,GE,0.16666666666666666
CDRP-bio,20,random,rand2,1,Early Fusion,0.13821892393320964
CDRP-bio,20,random,rand2,1,Late Fusion,0.09523809523809523
CDRP-bio,20,random,rand3,1,CP,0.10769230769230768
CDRP-bio,20,random,rand3,1,GE,0.04444444444444444
CDRP-bio,20,random,rand3,1,Early Fusion,0.10952380952380951
CDRP-bio,20,random,rand3,1,Late Fusion,0.08730158730158731
CDRP-bio,20,random,rand4,1,CP,0.10769230769230768
CDRP-bio,20,random,rand4,1,GE,0.10416666666666666
CDRP-bio,20,random,rand4,1,Early Fusion,0.1401098901098901
CDRP-bio,20,random,rand4,1,Late Fusion,0.08730158730158731
CDRP-bio,20,random,rand5,1,CP,0.10769230769230768
CDRP-bio,20,random,rand5,1,GE,0.0875
CDRP-bio,20,random,rand5,1,Early Fusion,0.13265306122448978
CDRP-bio,20,random,rand5,1,Late Fusion,0.10769230769230768
CDRP-bio,20,ranked,r0,2,CP,0.13333333333333333
CDRP-bio,20,ranked,r0,2,GE,0.0
CDRP-bio,20,ranked,r0,2,Early Fusion,0.15555555555555553
CDRP-bio,20,ranked,r0,2,Late Fusion,0.13333333333333333
CDRP-bio,20,random,rand1,2,CP,0.13333333333333333
CDRP-bio,20,random,rand1,2,GE,0.0
CDRP-bio,20,random,rand1,2,Early Fusion,0.15784313725490196
CDRP-bio,20,random,rand1,2,Late Fusion,0.13333333333333333
CDRP-bio,20,random,rand2,2,CP,0.13333333333333333
CDRP-bio,20,random,rand2,2,GE,0.05952380952380952
CDRP-bio,20,random,rand2,2,Early Fusion,0.1411764705882353
CDRP-bio,20,random,rand2,2,Late Fusion,0.13333333333333333
CDRP-bio,20,random,rand3,2,CP,0.13333333333333333
CDRP-bio,20,random,rand3,2,GE,0.041666666666666664
CDRP-bio,20,random,rand3,2,Early Fusion,0.13333333333333333
CDRP-bio,20,random,rand3,2,Late Fusion,0.15
CDRP-bio,20,random,rand4,2,CP,0.13333333333333333
CDRP-bio,20,random,rand4,2,GE,0.0
CDRP-bio,20,random,rand4,2,Early Fusion,0.13333333333333333
CDRP-bio,20,random,rand4,2,Late Fusion,0.0625
CDRP-bio,20,random,rand5,2,CP,0.13333333333333333
CDRP-bio,20,random,rand5,2,GE,0.02222222222222222
CDRP-bio,20,random,rand5,2,Early Fusion,0.16
CDRP-bio,20,random,rand5,2,Late Fusion,0.13333333333333333
CDRP-bio,20,ranked,r0,3,CP,0.125
CDRP-bio,20,ranked,r0,3,GE,0.13333333333333333
CDRP-bio,20,ranked,r0,3,Early Fusion,0.0875
CDRP-bio,20,ranked,r0,3,Late Fusion,0.12202380952380952
CDRP-bio,20,random,rand1,3,CP,0.125
CDRP-bio,20,random,rand1,3,GE,0.04444444444444444
CDRP-bio,20,random,rand1,3,Early Fusion,0.11805555555555555
CDRP-bio,20,random,rand1,3,Late Fusion,0.14285714285714285
CDRP-bio,20,random,rand2,3,CP,0.125
CDRP-bio,20,random,rand2,3,GE,0.15476190476190474
CDRP-bio,20,random,rand2,3,Early Fusion,0.125
CDRP-bio,20,random,rand2,3,Late Fusion,0.14444444444444443
CDRP-bio,20,random,rand3,3,CP,0.125
CDRP-bio,20,random,rand3,3,GE,0.047619047619047616
CDRP-bio,20,random,rand3,3,Early Fusion,0.12916666666666665
CDRP-bio,20,random,rand3,3,Late Fusion,0.15238095238095237
CDRP-bio,20,random,rand4,3,CP,0.125
CDRP-bio,20,random,rand4,3,GE,0.05555555555555555
CDRP-bio,20,random,rand4,3,Early Fusion,0.11979166666666666
CDRP-bio,20,random,rand4,3,Late Fusion,0.11458333333333333
CDRP-bio,20,random,rand5,3,CP,0.125
CDRP-bio,20,random,rand5,3,GE,0.0875
CDRP-bio,20,random,rand5,3,Early Fusion,0.125
CDRP-bio,20,random,rand5,3,Late Fusion,0.12916666666666665
CDRP-bio,20,ranked,r0,4,CP,0.13095238095238093
CDRP-bio,20,ranked,r0,4,GE,0.041666666666666664
CDRP-bio,20,ranked,r0,4,Early Fusion,0.11538461538461539
CDRP-bio,20,ranked,r0,4,Late Fusion,0.14285714285714285
CDRP-bio,20,random,rand1,4,CP,0.13095238095238093
CDRP-bio,20,random,rand1,4,GE,0.007518796992481203
CDRP-bio,20,random,rand1,4,Early Fusion,0.10256410256410256
CDRP-bio,20,random,rand1,4,Late Fusion,0.11282051282051284
CDRP-bio,20,random,rand2,4,CP,0.13095238095238093
CDRP-bio,20,random,rand2,4,GE,0.05146198830409356
CDRP-bio,20,random,rand2,4,Early Fusion,0.11538461538461539
CDRP-bio,20,random,rand2,4,Late Fusion,0.11282051282051284
CDRP-bio,20,random,rand3,4,CP,0.13095238095238093
CDRP-bio,20,random,rand3,4,GE,0.0
CDRP-bio,20,random,rand3,4,Early Fusion,0.125
CDRP-bio,20,random,rand3,4,Late Fusion,0.19230769230769232
CDRP-bio,20,random,rand4,4,CP,0.13095238095238093
CDRP-bio,20,random,rand4,4,GE,0.0
CDRP-bio,20,random,rand4,4,Early Fusion,0.20040485829959515
CDRP-bio,20,random,rand4,4,Late Fusion,0.11538461538461539
CDRP-bio,20,random,rand5,4,CP,0.13095238095238093
CDRP-bio,20,random,rand5,4,GE,0.0
CDRP-bio,20,random,rand5,4,Early Fusion,0.10769230769230768
CDRP-bio,20,random,rand5,4,Late Fusion,0.11190476190476191
CDRP-bio,20,ranked,r0,5,CP,0.21999999999999995
CDRP-bio,20,ranked,r0,5,GE,0.09375
CDRP-bio,20,ranked,r0,5,Early Fusion,0.17857142857142855
CDRP-bio,20,ranked,r0,5,Late Fusion,0.21354166666666666
CDRP-bio,20,random,rand1,5,CP,0.21999999999999995
CDRP-bio,20,random,rand1,5,GE,0.07142857142857142
CDRP-bio,20,random,rand1,5,Early Fusion,0.16666666666666663
CDRP-bio,20,random,rand1,5,Late Fusion,0.19791666666666666
CDRP-bio,20,random,rand2,5,CP,0.21999999999999995
CDRP-bio,20,random,rand2,5,GE,0.16666666666666666
CDRP-bio,20,random,rand2,5,Early Fusion,0.17857142857142855
CDRP-bio,20,random,rand2,5,Late Fusion,0.203125
CDRP-bio,20,random,rand3,5,CP,0.21999999999999995
CDRP-bio,20,random,rand3,5,GE,0.08592592592592592
CDRP-bio,20,random,rand3,5,Early Fusion,0.16517857142857142
CDRP-bio,20,random,rand3,5,Late Fusion,0.17291666666666666
CDRP-bio,20,random,rand4,5,CP,0.21999999999999995
CDRP-bio,20,random,rand4,5,GE,0.06111111111111111
CDRP-bio,20,random,rand4,5,Early Fusion,0.16666666666666663
CDRP-bio,20,random,rand4,5,Late Fusion,0.19019607843137257
CDRP-bio,20,random,rand5,5,CP,0.21999999999999995
CDRP-bio,20,random,rand5,5,GE,0.10416666666666666
CDRP-bio,20,random,rand5,5,Early Fusion,0.16666666666666663
CDRP-bio,20,random,rand5,5,Late Fusion,0.18666666666666665
CDRP-bio,20,ranked,r0,6,CP,0.10476190476190476
CDRP-bio,20,ranked,r0,6,GE,0.13333333333333333
CDRP-bio,20,ranked,r0,6,Early Fusion,0.09285714285714286
CDRP-bio,20,ranked,r0,6,Late Fusion,0.09777777777777778
CDRP-bio,20,random,rand1,6,CP,0.10476190476190476
CDRP-bio,20,random,rand1,6,GE,0.0625
CDRP-bio,20,random,rand1,6,Early Fusion,0.08666666666666667
CDRP-bio,20,random,rand1,6,Late Fusion,0.11666666666666667
CDRP-bio,20,random,rand2,6,CP,0.10476190476190476
CDRP-bio,20,random,rand2,6,GE,0.07111111111111111
CDRP-bio,20,random,rand2,6,Early Fusion,0.08666666666666667
CDRP-bio,20,random,rand2,6,Late Fusion,0.11025641025641025
CDRP-bio,20,random,rand3,6,CP,0.10476190476190476
CDRP-bio,20,random,rand3,6,GE,0.0
CDRP-bio,20,random,rand3,6,Early Fusion,0.09285714285714286
CDRP-bio,20,random,rand3,6,Late Fusion,0.1
CDRP-bio,20,random,rand4,6,CP,0.10476190476190476
CDRP-bio,20,random,rand4,6,GE,0.09333333333333332
CDRP-bio,20,random,rand4,6,Early Fusion,0.09285714285714286
CDRP-bio,20,random,rand4,6,Late Fusion,0.09285714285714286
CDRP-bio,20,random,rand5,6,CP,0.10476190476190476
CDRP-bio,20,random,rand5,6,GE,0.05208333333333333
CDRP-bio,20,random,rand5,6,Early Fusion,0.11666666666666667
CDRP-bio,20,random,rand5,6,Late Fusion,0.1073015873015873
CDRP-bio,20,ranked,r0,7,CP,0.19047619047619047
CDRP-bio,20,ranked,r0,7,GE,0.15531135531135531
CDRP-bio,20,ranked,r0,7,Early Fusion,0.1387878787878788
CDRP-bio,20,ranked,r0,7,Late Fusion,0.16666666666666666
CDRP-bio,20,random,rand1,7,CP,0.19047619047619047
CDRP-bio,20,random,rand1,7,GE,0.19505494505494506
CDRP-bio,20,random,rand1,7,Early Fusion,0.11190476190476192
CDRP-bio,20,random,rand1,7,Late Fusion,0.20714285714285713
CDRP-bio,20,random,rand2,7,CP,0.19047619047619047
CDRP-bio,20,random,rand2,7,GE,0.1111111111111111
CDRP-bio,20,random,rand2,7,Early Fusion,0.14285714285714285
CDRP-bio,20,random,rand2,7,Late Fusion,0.19047619047619047
CDRP-bio,20,random,rand3,7,CP,0.19047619047619047
CDRP-bio,20,random,rand3,7,GE,0.14285714285714285
CDRP-bio,20,random,rand3,7,Early Fusion,0.1387878787878788
CDRP-bio,20,random,rand3,7,Late Fusion,0.15476190476190474
CDRP-bio,20,random,rand4,7,CP,0.19047619047619047
