dataset,top_n,gene_mode,gene_id,fold,modality,f1
LINCS,20,random,rand4,5,Late Fusion,0.2855708161567905
LINCS,20,random,rand5,5,CP,0.268721001097659
LINCS,20,random,rand5,5,GE,0.1489193711418862
LINCS,20,random,rand5,5,Early Fusion,0.2736886299140554
LINCS,20,random,rand5,5,Late Fusion,0.29692113156411665
LINCS,25,ranked,r0,1,CP,0.1469266921444308
LINCS,25,ranked,r0,1,GE,0.152043090452413
LINCS,25,ranked,r0,1,Early Fusion,0.16438411575711345
LINCS,25,ranked,r0,1,Late Fusion,0.1513419353516186
LINCS,25,random,rand1,1,CP,0.1469266921444308
LINCS,25,random,rand1,1,GE,0.1102194819360427
LINCS,25,random,rand1,1,Early Fusion,0.15820267678057387
LINCS,25,random,rand1,1,Late Fusion,0.1455743278359281
LINCS,25,random,rand2,1,CP,0.1469266921444308
LINCS,25,random,rand2,1,GE,0.10292616723551098
LINCS,25,random,rand2,1,Early Fusion,0.1681355809015459
LINCS,25,random,rand2,1,Late Fusion,0.1553536525586215
LINCS,25,random,rand3,1,CP,0.1469266921444308
LINCS,25,random,rand3,1,GE,0.06398756647221618
LINCS,25,random,rand3,1,Early Fusion,0.15998201455295277
LINCS,25,random,rand3,1,Late Fusion,0.14710533969065456
LINCS,25,random,rand4,1,CP,0.1469266921444308
LINCS,25,random,rand4,1,GE,0.09433162647242484
LINCS,25,random,rand4,1,Early Fusion,0.16187492359443978
LINCS,25,random,rand4,1,Late Fusion,0.15122219732435538
LINCS,25,random,rand5,1,CP,0.1469266921444308
LINCS,25,random,rand5,1,GE,0.11287252182152474
LINCS,25,random,rand5,1,Early Fusion,0.16583571236072053
LINCS,25,random,rand5,1,Late Fusion,0.14886407540259786
LINCS,25,ranked,r0,2,CP,0.14499424699491112
LINCS,25,ranked,r0,2,GE,0.13632704630212025
LINCS,25,ranked,r0,2,Early Fusion,0.16569935497380295
LINCS,25,ranked,r0,2,Late Fusion,0.1661753765299129
LINCS,25,random,rand1,2,CP,0.14499424699491112
LINCS,25,random,rand1,2,GE,0.07319530966960917
LINCS,25,random,rand1,2,Early Fusion,0.15349240493749758
LINCS,25,random,rand1,2,Late Fusion,0.15025772636907786
LINCS,25,random,rand2,2,CP,0.14499424699491112
LINCS,25,random,rand2,2,GE,0.10471791891765325
LINCS,25,random,rand2,2,Early Fusion,0.14279974322116695
LINCS,25,random,rand2,2,Late Fusion,0.14922680115266995
LINCS,25,random,rand3,2,CP,0.14499424699491112
LINCS,25,random,rand3,2,GE,0.08265701175795813
LINCS,25,random,rand3,2,Early Fusion,0.13163692785111897
LINCS,25,random,rand3,2,Late Fusion,0.13584375916507507
LINCS,25,random,rand4,2,CP,0.14499424699491112
LINCS,25,random,rand4,2,GE,0.07102411743702085
LINCS,25,random,rand4,2,Early Fusion,0.1302736299650303
LINCS,25,random,rand4,2,Late Fusion,0.1467532793260913
LINCS,25,random,rand5,2,CP,0.14499424699491112
LINCS,25,random,rand5,2,GE,0.11840919626713867
LINCS,25,random,rand5,2,Early Fusion,0.13790382657724512
LINCS,25,random,rand5,2,Late Fusion,0.1515580888094097
LINCS,25,ranked,r0,3,CP,0.2807634721556302
LINCS,25,ranked,r0,3,GE,0.3044037742744636
LINCS,25,ranked,r0,3,Early Fusion,0.32206793206793205
LINCS,25,ranked,r0,3,Late Fusion,0.31147931327154643
LINCS,25,random,rand1,3,CP,0.2807634721556302
LINCS,25,random,rand1,3,GE,0.221985317498623
LINCS,25,random,rand1,3,Early Fusion,0.2908422488618771
LINCS,25,random,rand1,3,Late Fusion,0.2904895064677673
LINCS,25,random,rand2,3,CP,0.2807634721556302
LINCS,25,random,rand2,3,GE,0.20973054992073184
LINCS,25,random,rand2,3,Early Fusion,0.2924267718027977
LINCS,25,random,rand2,3,Late Fusion,0.2857327623308678
LINCS,25,random,rand3,3,CP,0.2807634721556302
LINCS,25,random,rand3,3,GE,0.2048230316639197
LINCS,25,random,rand3,3,Early Fusion,0.3040978050232732
LINCS,25,random,rand3,3,Late Fusion,0.28980163948271753
LINCS,25,random,rand4,3,CP,0.2807634721556302
LINCS,25,random,rand4,3,GE,0.16465172593319047
LINCS,25,random,rand4,3,Early Fusion,0.2984209169096967
LINCS,25,random,rand4,3,Late Fusion,0.283415063275313
LINCS,25,random,rand5,3,CP,0.2807634721556302
LINCS,25,random,rand5,3,GE,0.19367111969455347
LINCS,25,random,rand5,3,Early Fusion,0.31382990514889275
LINCS,25,random,rand5,3,Late Fusion,0.29355074037493695
LINCS,25,ranked,r0,4,CP,0.16795134500465914
LINCS,25,ranked,r0,4,GE,0.13297944175746548
LINCS,25,ranked,r0,4,Early Fusion,0.17758394743265057
LINCS,25,ranked,r0,4,Late Fusion,0.18924224632381836
LINCS,25,random,rand1,4,CP,0.16795134500465914
LINCS,25,random,rand1,4,GE,0.0672770367008121
LINCS,25,random,rand1,4,Early Fusion,0.16412099347978312
LINCS,25,random,rand1,4,Late Fusion,0.17622341448710324
LINCS,25,random,rand2,4,CP,0.16795134500465914
LINCS,25,random,rand2,4,GE,0.10409499862937088
LINCS,25,random,rand2,4,Early Fusion,0.17797159711236893
LINCS,25,random,rand2,4,Late Fusion,0.15849648670253857
LINCS,25,random,rand3,4,CP,0.16795134500465914
LINCS,25,random,rand3,4,GE,0.08815718987446693
LINCS,25,random,rand3,4,Early Fusion,0.17730279763737272
LINCS,25,random,rand3,4,Late Fusion,0.17762079818996246
LINCS,25,random,rand4,4,CP,0.16795134500465914
LINCS,25,random,rand4,4,GE,0.07790501358246575
LINCS,25,random,rand4,4,Early Fusion,0.18146900322738893
LINCS,25,random,rand4,4,Late Fusion,0.17395216455014723
LINCS,25,random,rand5,4,CP,0.16795134500465914
LINCS,25,random,rand5,4,GE,0.08357108333507587
LINCS,25,random,rand5,4,Early Fusion,0.1668792022898651
LINCS,25,random,rand5,4,Late Fusion,0.17295283532127284
LINCS,25,ranked,r0,5,CP,0.268721001097659
LINCS,25,ranked,r0,5,GE,0.24951181116615126
LINCS,25,ranked,r0,5,Early Fusion,0.29046550618665856
LINCS,25,ranked,r0,5,Late Fusion,0.30149641294975427
LINCS,25,random,rand1,5,CP,0.268721001097659
LINCS,25,random,rand1,5,GE,0.11743910617567425
LINCS,25,random,rand1,5,Early Fusion,0.2869431235029406
LINCS,25,random,rand1,5,Late Fusion,0.27151463541066617
LINCS,25,random,rand2,5,CP,0.268721001097659
LINCS,25,random,rand2,5,GE,0.1559268587402776
LINCS,25,random,rand2,5,Early Fusion,0.2875526695336637
LINCS,25,random,rand2,5,Late Fusion,0.2933476389234875
LINCS,25,random,rand3,5,CP,0.268721001097659
LINCS,25,random,rand3,5,GE,0.13046566638184573
LINCS,25,random,rand3,5,Early Fusion,0.29296327113388976
LINCS,25,random,rand3,5,Late Fusion,0.27758691215910514
LINCS,25,random,rand4,5,CP,0.268721001097659
LINCS,25,random,rand4,5,GE,0.14415452144773758
LINCS,25,random,rand4,5,Early Fusion,0.2911083967396017
LINCS,25,random,rand4,5,Late Fusion,0.29132673343820764
LINCS,25,random,rand5,5,CP,0.268721001097659
LINCS,25,random,rand5,5,GE,0.15159929038015152
LINCS,25,random,rand5,5,Early Fusion,0.28470310055467474
LINCS,25,random,rand5,5,Late Fusion,0.27888718119683603
LINCS,30,ranked,r0,1,CP,0.1469266921444308
LINCS,30,ranked,r0,1,GE,0.16161355897380744
LINCS,30,ranked,r0,1,Early Fusion,0.1806426851200769
LINCS,30,ranked,r0,1,Late Fusion,0.15593920953188686
LINCS,30,random,rand1,1,CP,0.1469266921444308
LINCS,30,random,rand1,1,GE,0.08280791053649475
LINCS,30,random,rand1,1,Early Fusion,0.15145917205221474
LINCS,30,random,rand1,1,Late Fusion,0.14988705384775688
LINCS,30,random,rand2,1,CP,0.1469266921444308
LINCS,30,random,rand2,1,GE,0.10017604467317574
LINCS,30,random,rand2,1,Early Fusion,0.16951433861975812
LINCS,30,random,rand2,1,Late Fusion,0.15929888142701118
LINCS,30,random,rand3,1,CP,0.1469266921444308
LINCS,30,random,rand3,1,GE,0.09497059740806289
LINCS,30,random,rand3,1,Early Fusion,0.16117116199446316
LINCS,30,random,rand3,1,Late Fusion,0.14599066550707646
LINCS,30,random,rand4,1,CP,0.1469266921444308
LINCS,30,random,rand4,1,GE,0.10927978490580646
LINCS,30,random,rand4,1,Early Fusion,0.16484986262237822
LINCS,30,random,rand4,1,Late Fusion,0.14650317254261278
LINCS,30,random,rand5,1,CP,0.1469266921444308
LINCS,30,random,rand5,1,GE,0.11019352688368973
LINCS,30,random,rand5,1,Early Fusion,0.15707301990208744
LINCS,30,random,rand5,1,Late Fusion,0.15170394060554243
LINCS,30,ranked,r0,2,CP,0.14499424699491112
LINCS,30,ranked,r0,2,GE,0.15666032361344012
LINCS,30,ranked,r0,2,Early Fusion,0.17580150308856932
LINCS,30,ranked,r0,2,Late Fusion,0.16685094098733969
LINCS,30,random,rand1,2,CP,0.14499424699491112
LINCS,30,random,rand1,2,GE,0.0988884238618793
LINCS,30,random,rand1,2,Early Fusion,0.15260798460320932
LINCS,30,random,rand1,2,Late Fusion,0.15701600568674334
LINCS,30,random,rand2,2,CP,0.14499424699491112
LINCS,30,random,rand2,2,GE,0.09343637849780967
LINCS,30,random,rand2,2,Early Fusion,0.14346961122652682
LINCS,30,random,rand2,2,Late Fusion,0.14730007420295424
LINCS,30,random,rand3,2,CP,0.14499424699491112
LINCS,30,random,rand3,2,GE,0.08941041433154999
LINCS,30,random,rand3,2,Early Fusion,0.13854380651471965
LINCS,30,random,rand3,2,Late Fusion,0.14171511610495505
LINCS,30,random,rand4,2,CP,0.14499424699491112
LINCS,30,random,rand4,2,GE,0.08715779871142118
LINCS,30,random,rand4,2,Early Fusion,0.16386678516016054
LINCS,30,random,rand4,2,Late Fusion,0.15399226111062622
LINCS,30,random,rand5,2,CP,0.14499424699491112
LINCS,30,random,rand5,2,GE,0.05423305987357557
LINCS,30,random,rand5,2,Early Fusion,0.1469855147592611
LINCS,30,random,rand5,2,Late Fusion,0.14836811771940617
LINCS,30,ranked,r0,3,CP,0.2807634721556302
LINCS,30,ranked,r0,3,GE,0.30888162316768897
LINCS,30,ranked,r0,3,Early Fusion,0.3238596008458231
LINCS,30,ranked,r0,3,Late Fusion,0.30336812215041575
LINCS,30,random,rand1,3,CP,0.2807634721556302
LINCS,30,random,rand1,3,GE,0.21585450781102952
LINCS,30,random,rand1,3,Early Fusion,0.29236449277240795
LINCS,30,random,rand1,3,Late Fusion,0.2836663539400587
LINCS,30,random,rand2,3,CP,0.2807634721556302
LINCS,30,random,rand2,3,GE,0.20332072119573508
LINCS,30,random,rand2,3,Early Fusion,0.30385500392503345
LINCS,30,random,rand2,3,Late Fusion,0.28798002562034797
LINCS,30,random,rand3,3,CP,0.2807634721556302
LINCS,30,random,rand3,3,GE,0.19985740832191484
LINCS,30,random,rand3,3,Early Fusion,0.29794149162334654
LINCS,30,random,rand3,3,Late Fusion,0.29488735229312957
LINCS,30,random,rand4,3,CP,0.2807634721556302
LINCS,30,random,rand4,3,GE,0.1808674286739863
LINCS,30,random,rand4,3,Early Fusion,0.30308256075922163
LINCS,30,random,rand4,3,Late Fusion,0.2936927591834797
LINCS,30,random,rand5,3,CP,0.2807634721556302
LINCS,30,random,rand5,3,GE,0.1777035371991973
LINCS,30,random,rand5,3,Early Fusion,0.30093425295841164
LINCS,30,random,rand5,3,Late Fusion,0.2854493629342196
LINCS,30,ranked,r0,4,CP,0.16795134500465914
LINCS,30,ranked,r0,4,GE,0.1364399655248209
LINCS,30,ranked,r0,4,Early Fusion,0.18374431401558813
LINCS,30,ranked,r0,4,Late Fusion,0.18092392839448343
LINCS,30,random,rand1,4,CP,0.16795134500465914
LINCS,30,random,rand1,4,GE,0.08548452803448123
LINCS,30,random,rand1,4,Early Fusion,0.18818829799717252
LINCS,30,random,rand1,4,Late Fusion,0.1705026088883522
LINCS,30,random,rand2,4,CP,0.16795134500465914
LINCS,30,random,rand2,4,GE,0.08914690477786215
LINCS,30,random,rand2,4,Early Fusion,0.1666419256445569
LINCS,30,random,rand2,4,Late Fusion,0.1621558057948927
LINCS,30,random,rand3,4,CP,0.16795134500465914
LINCS,30,random,rand3,4,GE,0.0933171215591965
LINCS,30,random,rand3,4,Early Fusion,0.16596750858278234
LINCS,30,random,rand3,4,Late Fusion,0.16532313286417316
LINCS,30,random,rand4,4,CP,0.16795134500465914
LINCS,30,random,rand4,4,GE,0.09641999636376526
LINCS,30,random,rand4,4,Early Fusion,0.1703942866584422
LINCS,30,random,rand4,4,Late Fusion,0.1691359832930438
LINCS,30,random,rand5,4,CP,0.16795134500465914
LINCS,30,random,rand5,4,GE,0.07009882528614518
LINCS,30,random,rand5,4,Early Fusion,0.17802815718015916
LINCS,30,random,rand5,4,Late Fusion,0.17371148304145423
LINCS,30,ranked,r0,5,CP,0.268721001097659
LINCS,30,ranked,r0,5,GE,0.254101523238759
LINCS,30,ranked,r0,5,Early Fusion,0.27498860100865874
LINCS,30,ranked,r0,5,Late Fusion,0.3045768060590636
LINCS,30,random,rand1,5,CP,0.268721001097659
LINCS,30,random,rand1,5,GE,0.17003742428125143
LINCS,30,random,rand1,5,Early Fusion,0.27593673542890945
LINCS,30,random,rand1,5,Late Fusion,0.2959651346014676
LINCS,30,random,rand2,5,CP,0.268721001097659
LINCS,30,random,rand2,5,GE,0.16089937271670968
LINCS,30,random,rand2,5,Early Fusion,0.26938713181636936
LINCS,30,random,rand2,5,Late Fusion,0.28808145030106785
LINCS,30,random,rand3,5,CP,0.268721001097659
LINCS,30,random,rand3,5,GE,0.14840756856102125
LINCS,30,random,rand3,5,Early Fusion,0.2581994354189343
LINCS,30,random,rand3,5,Late Fusion,0.28301253039207525
LINCS,30,random,rand4,5,CP,0.268721001097659
LINCS,30,random,rand4,5,GE,0.17096014335172058
LINCS,30,random,rand4,5,Early Fusion,0.27448583408317817
LINCS,30,random,rand4,5,Late Fusion,0.30000873386594634
LINCS,30,random,rand5,5,CP,0.268721001097659
LINCS,30,random,rand5,5,GE,0.14030104986130673
LINCS,30,random,rand5,5,Early Fusion,0.26092622822446787
LINCS,30,random,rand5,5,Late Fusion,0.2814861825948571
LINCS,50,ranked,r0,1,CP,0.1469266921444308
LINCS,50,ranked,r0,1,GE,0.15969536694783312
LINCS,50,ranked,r0,1,Early Fusion,0.1725504209567629
LINCS,50,ranked,r0,1,Late Fusion,0.14863352548366426
LINCS,50,random,rand1,1,CP,0.1469266921444308
LINCS,50,random,rand1,1,GE,0.11954581481881785
LINCS,50,random,rand1,1,Early Fusion,0.15339769225083155
LINCS,50,random,rand1,1,Late Fusion,0.14968086866206454
LINCS,50,random,rand2,1,CP,0.1469266921444308
LINCS,50,random,rand2,1,GE,0.0926080716124056
LINCS,50,random,rand2,1,Early Fusion,0.15175127351492518
LINCS,50,random,rand2,1,Late Fusion,0.1506151073421184
LINCS,50,random,rand3,1,CP,0.1469266921444308
LINCS,50,random,rand3,1,GE,0.1236758144325977
LINCS,50,random,rand3,1,Early Fusion,0.15747649146466855
LINCS,50,random,rand3,1,Late Fusion,0.15668092768111247
LINCS,50,random,rand4,1,CP,0.1469266921444308
LINCS,50,random,rand4,1,GE,0.12103356517395697
LINCS,50,random,rand4,1,Early Fusion,0.15266116575154765
LINCS,50,random,rand4,1,Late Fusion,0.16505812785101437
LINCS,50,random,rand5,1,CP,0.1469266921444308
LINCS,50,random,rand5,1,GE,0.11754839543228209
LINCS,50,random,rand5,1,Early Fusion,0.15084060124554066
LINCS,50,random,rand5,1,Late Fusion,0.15914512357826455
LINCS,50,ranked,r0,2,CP,0.14499424699491112
LINCS,50,ranked,r0,2,GE,0.16143374448133743
LINCS,50,ranked,r0,2,Early Fusion,0.16401448767379365
LINCS,50,ranked,r0,2,Late Fusion,0.16748004197707872
LINCS,50,random,rand1,2,CP,0.14499424699491112
LINCS,50,random,rand1,2,GE,0.11767152641034219
LINCS,50,random,rand1,2,Early Fusion,0.15974857878574786
LINCS,50,random,rand1,2,Late Fusion,0.1659329644487169
LINCS,50,random,rand2,2,CP,0.14499424699491112
LINCS,50,random,rand2,2,GE,0.11227396092620745
LINCS,50,random,rand2,2,Early Fusion,0.15815300091994333
LINCS,50,random,rand2,2,Late Fusion,0.15847179500947717
LINCS,50,random,rand3,2,CP,0.14499424699491112
LINCS,50,random,rand3,2,GE,0.1195300417179428
LINCS,50,random,rand3,2,Early Fusion,0.14174119895557283
LINCS,50,random,rand3,2,Late Fusion,0.15950294069477192
LINCS,50,random,rand4,2,CP,0.14499424699491112
LINCS,50,random,rand4,2,GE,0.1254709420861863
LINCS,50,random,rand4,2,Early Fusion,0.16222748924475638
LINCS,50,random,rand4,2,Late Fusion,0.16292851320469237
LINCS,50,random,rand5,2,CP,0.14499424699491112
LINCS,50,random,rand5,2,GE,0.12727859181682744
LINCS,50,random,rand5,2,Early Fusion,0.15784535764127985
LINCS,50,random,rand5,2,Late Fusion,0.15398895904782758
LINCS,50,ranked,r0,3,CP,0.2807634721556302
LINCS,50,ranked,r0,3,GE,0.3061542249948047
LINCS,50,ranked,r0,3,Early Fusion,0.32450864017104425
LINCS,50,ranked,r0,3,Late Fusion,0.31267024102264374
LINCS,50,random,rand1,3,CP,0.2807634721556302
LINCS,50,random,rand1,3,GE,0.21241481902563128
LINCS,50,random,rand1,3,Early Fusion,0.2943304274995142
LINCS,50,random,rand1,3,Late Fusion,0.29502701388829483
LINCS,50,random,rand2,3,CP,0.2807634721556302
LINCS,50,random,rand2,3,GE,0.22619636755373765
LINCS,50,random,rand2,3,Early Fusion,0.3095715957089976
LINCS,50,random,rand2,3,Late Fusion,0.30324619536285957
LINCS,50,random,rand3,3,CP,0.2807634721556302
LINCS,50,random,rand3,3,GE,0.24026811623131655
LINCS,50,random,rand3,3,Early Fusion,0.3151533531770116
LINCS,50,random,rand3,3,Late Fusion,0.30877048945864116
LINCS,50,random,rand4,3,CP,0.2807634721556302
LINCS,50,random,rand4,3,GE,0.25066916986165655
LINCS,50,random,rand4,3,Early Fusion,0.3184296187933461
LINCS,50,random,rand4,3,Late Fusion,0.318761223454879
LINCS,50,random,rand5,3,CP,0.2807634721556302
LINCS,50,random,rand5,3,GE,0.23062276763649758
LINCS,50,random,rand5,3,Early Fusion,0.3040027356749532
LINCS,50,random,rand5,3,Late Fusion,0.299043770954924
LINCS,50,ranked,r0,4,CP,0.16795134500465914
LINCS,50,ranked,r0,4,GE,0.13962132211690959
LINCS,50,ranked,r0,4,Early Fusion,0.17177286837706246
LINCS,50,ranked,r0,4,Late Fusion,0.18196844028581502
LINCS,50,random,rand1,4,CP,0.16795134500465914
LINCS,50,random,rand1,4,GE,0.10987456639671218
LINCS,50,random,rand1,4,Early Fusion,0.17431583526189792
LINCS,50,random,rand1,4,Late Fusion,0.17137429893193581
LINCS,50,random,rand2,4,CP,0.16795134500465914
LINCS,50,random,rand2,4,GE,0.10932438676607246
LINCS,50,random,rand2,4,Early Fusion,0.17422723028788958
LINCS,50,random,rand2,4,Late Fusion,0.17916904181313403
LINCS,50,random,rand3,4,CP,0.16795134500465914
LINCS,50,random,rand3,4,GE,0.1043404068946728
LINCS,50,random,rand3,4,Early Fusion,0.16511268519958444
LINCS,50,random,rand3,4,Late Fusion,0.1734516927291126
LINCS,50,random,rand4,4,CP,0.16795134500465914
LINCS,50,random,rand4,4,GE,0.08425553087360173
LINCS,50,random,rand4,4,Early Fusion,0.16716063503654618
LINCS,50,random,rand4,4,Late Fusion,0.17504505707887635
LINCS,50,random,rand5,4,CP,0.16795134500465914
LINCS,50,random,rand5,4,GE,0.09047471816640505
LINCS,50,random,rand5,4,Early Fusion,0.1693649029108429
LINCS,50,random,rand5,4,Late Fusion,0.17401709843289848
LINCS,50,ranked,r0,5,CP,0.268721001097659
LINCS,50,ranked,r0,5,GE,0.26353274992269154
LINCS,50,ranked,r0,5,Early Fusion,0.3040246590898702
LINCS,50,ranked,r0,5,Late Fusion,0.3039804973866123
LINCS,50,random,rand1,5,CP,0.268721001097659
LINCS,50,random,rand1,5,GE,0.2054231967610926
LINCS,50,random,rand1,5,Early Fusion,0.2836766864406569
LINCS,50,random,rand1,5,Late Fusion,0.2895353727418571
LINCS,50,random,rand2,5,CP,0.268721001097659
LINCS,50,random,rand2,5,GE,0.21669578334232117
LINCS,50,random,rand2,5,Early Fusion,0.2913999379169658
LINCS,50,random,rand2,5,Late Fusion,0.2952901507126716
LINCS,50,random,rand3,5,CP,0.268721001097659
LINCS,50,random,rand3,5,GE,0.21661979648967442
LINCS,50,random,rand3,5,Early Fusion,0.2882046424998958
LINCS,50,random,rand3,5,Late Fusion,0.29034186738495765
LINCS,50,random,rand4,5,CP,0.268721001097659
LINCS,50,random,rand4,5,GE,0.21072475714182637
LINCS,50,random,rand4,5,Early Fusion,0.2742258903478947
LINCS,50,random,rand4,5,Late Fusion,0.2997041437585367
LINCS,50,random,rand5,5,CP,0.268721001097659
LINCS,50,random,rand5,5,GE,0.17963144622500704
LINCS,50,random,rand5,5,Early Fusion,0.2784092596346935
LINCS,50,random,rand5,5,Late Fusion,0.28446744561396214
LINCS,75,ranked,r0,1,CP,0.1469266921444308
LINCS,75,ranked,r0,1,GE,0.14633013720368127
LINCS,75,ranked,r0,1,Early Fusion,0.1768304879025916
LINCS,75,ranked,r0,1,Late Fusion,0.15779469447947778
LINCS,75,random,rand1,1,CP,0.1469266921444308
LINCS,75,random,rand1,1,GE,0.126920677004326
LINCS,75,random,rand1,1,Early Fusion,0.16647330627815868
LINCS,75,random,rand1,1,Late Fusion,0.1589909585213535
LINCS,75,random,rand2,1,CP,0.1469266921444308
LINCS,75,random,rand2,1,GE,0.16611049186405416
LINCS,75,random,rand2,1,Early Fusion,0.18348536224511605
LINCS,75,random,rand2,1,Late Fusion,0.16200919033447925
LINCS,75,random,rand3,1,CP,0.1469266921444308
LINCS,75,random,rand3,1,GE,0.12405000832591546
LINCS,75,random,rand3,1,Early Fusion,0.16722044799848002
LINCS,75,random,rand3,1,Late Fusion,0.15037310480214622
LINCS,75,random,rand4,1,CP,0.1469266921444308
LINCS,75,random,rand4,1,GE,0.1333974449599886
LINCS,75,random,rand4,1,Early Fusion,0.16837605175455408
LINCS,75,random,rand4,1,Late Fusion,0.15461004359585878
LINCS,75,random,rand5,1,CP,0.1469266921444308
LINCS,75,random,rand5,1,GE,0.1293416697782792
LINCS,75,random,rand5,1,Early Fusion,0.16842409524658622
LINCS,75,random,rand5,1,Late Fusion,0.15937843325328915
LINCS,75,ranked,r0,2,CP,0.14499424699491112
LINCS,75,ranked,r0,2,GE,0.17738946407025616
LINCS,75,ranked,r0,2,Early Fusion,0.19341212221836496
LINCS,75,ranked,r0,2,Late Fusion,0.17500864734205765
LINCS,75,random,rand1,2,CP,0.14499424699491112
LINCS,75,random,rand1,2,GE,0.12041691221501948
LINCS,75,random,rand1,2,Early Fusion,0.1628971099002645
LINCS,75,random,rand1,2,Late Fusion,0.15898353265882595
LINCS,75,random,rand2,2,CP,0.14499424699491112
LINCS,75,random,rand2,2,GE,0.1349440055258988
LINCS,75,random,rand2,2,Early Fusion,0.18295996366946046
LINCS,75,random,rand2,2,Late Fusion,0.1732453869402047
LINCS,75,random,rand3,2,CP,0.14499424699491112
LINCS,75,random,rand3,2,GE,0.0977850160863656
LINCS,75,random,rand3,2,Early Fusion,0.1531591340358881
LINCS,75,random,rand3,2,Late Fusion,0.14785781897072672
LINCS,75,random,rand4,2,CP,0.14499424699491112
LINCS,75,random,rand4,2,GE,0.12879362795027527
LINCS,75,random,rand4,2,Early Fusion,0.16377806800353703
LINCS,75,random,rand4,2,Late Fusion,0.16995647862093927
LINCS,75,random,rand5,2,CP,0.14499424699491112
LINCS,75,random,rand5,2,GE,0.10506630184140904
LINCS,75,random,rand5,2,Early Fusion,0.16571252928720037
LINCS,75,random,rand5,2,Late Fusion,0.16185205988875254
LINCS,75,ranked,r0,3,CP,0.2807634721556302
LINCS,75,ranked,r0,3,GE,0.2937858365394597
LINCS,75,ranked,r0,3,Early Fusion,0.34019293749728535
LINCS,75,ranked,r0,3,Late Fusion,0.32096782230577414
LINCS,75,random,rand1,3,CP,0.2807634721556302
LINCS,75,random,rand1,3,GE,0.23563697191603275
LINCS,75,random,rand1,3,Early Fusion,0.30686749603498775
LINCS,75,random,rand1,3,Late Fusion,0.2975815769337914
LINCS,75,random,rand2,3,CP,0.2807634721556302
LINCS,75,random,rand2,3,GE,0.2656115149560178
LINCS,75,random,rand2,3,Early Fusion,0.3100388897831353
LINCS,75,random,rand2,3,Late Fusion,0.3061102783022872
LINCS,75,random,rand3,3,CP,0.2807634721556302
LINCS,75,random,rand3,3,GE,0.23345492618651403
LINCS,75,random,rand3,3,Early Fusion,0.3111925310901909
LINCS,75,random,rand3,3,Late Fusion,0.3067637929507166
LINCS,75,random,rand4,3,CP,0.2807634721556302
LINCS,75,random,rand4,3,GE,0.24285403437734115
LINCS,75,random,rand4,3,Early Fusion,0.30199599335438965
LINCS,75,random,rand4,3,Late Fusion,0.3001245755317202
LINCS,75,random,rand5,3,CP,0.2807634721556302
LINCS,75,random,rand5,3,GE,0.24102622105085
LINCS,75,random,rand5,3,Early Fusion,0.3002410046162642
LINCS,75,random,rand5,3,Late Fusion,0.30738945566255693
LINCS,75,ranked,r0,4,CP,0.16795134500465914
LINCS,75,ranked,r0,4,GE,0.15225050214353844
LINCS,75,ranked,r0,4,Early Fusion,0.17694093656955048
LINCS,75,ranked,r0,4,Late Fusion,0.1871115181910781
LINCS,75,random,rand1,4,CP,0.16795134500465914
LINCS,75,random,rand1,4,GE,0.1146174275518232
LINCS,75,random,rand1,4,Early Fusion,0.16961452332489796
LINCS,75,random,rand1,4,Late Fusion,0.17255684667746032
LINCS,75,random,rand2,4,CP,0.16795134500465914
LINCS,75,random,rand2,4,GE,0.12025778211840078
LINCS,75,random,rand2,4,Early Fusion,0.18146753129157062
LINCS,75,random,rand2,4,Late Fusion,0.17023372550405505
LINCS,75,random,rand3,4,CP,0.16795134500465914
LINCS,75,random,rand3,4,GE,0.1057612566936181
LINCS,75,random,rand3,4,Early Fusion,0.16835962529568452
LINCS,75,random,rand3,4,Late Fusion,0.17915871431214858
LINCS,75,random,rand4,4,CP,0.16795134500465914
LINCS,75,random,rand4,4,GE,0.13732318297830506
LINCS,75,random,rand4,4,Early Fusion,0.17471468458200298
LINCS,75,random,rand4,4,Late Fusion,0.17685385898716569
LINCS,75,random,rand5,4,CP,0.16795134500465914
LINCS,75,random,rand5,4,GE,0.11053643428784389
LINCS,75,random,rand5,4,Early Fusion,0.18176163670579212
LINCS,75,random,rand5,4,Late Fusion,0.17505160145650056
LINCS,75,ranked,r0,5,CP,0.268721001097659
LINCS,75,ranked,r0,5,GE,0.26787469154938615
LINCS,75,ranked,r0,5,Early Fusion,0.2857654757256169
LINCS,75,ranked,r0,5,Late Fusion,0.30772271059619977
LINCS,75,random,rand1,5,CP,0.268721001097659
LINCS,75,random,rand1,5,GE,0.19745169907479276
LINCS,75,random,rand1,5,Early Fusion,0.27820069549179194
LINCS,75,random,rand1,5,Late Fusion,0.3058475009298745
LINCS,75,random,rand2,5,CP,0.268721001097659
LINCS,75,random,rand2,5,GE,0.20261620315369888
LINCS,75,random,rand2,5,Early Fusion,0.28869714675480856
LINCS,75,random,rand2,5,Late Fusion,0.3014604529384922
LINCS,75,random,rand3,5,CP,0.268721001097659
LINCS,75,random,rand3,5,GE,0.18807393775187656
LINCS,75,random,rand3,5,Early Fusion,0.26996736378810515
LINCS,75,random,rand3,5,Late Fusion,0.2905824257922744
LINCS,75,random,rand4,5,CP,0.268721001097659
LINCS,75,random,rand4,5,GE,0.2191277758772886
LINCS,75,random,rand4,5,Early Fusion,0.286466831578996
