bead_batch,bead_revision,bead_set,cell_id,count_cv,count_mean,det_mode,det_plate,det_well,inf_model,mfc_plate_name,pert_dose,pert_dose_unit,pert_id,pert_id_vendor,pert_idose,pert_iname_x,pert_itime,pert_mfc_desc,pert_mfc_id,pert_time,pert_time_unit,pert_type_x,pert_vehicle,pool_id,provenance_code,qc_f_logp,qc_iqr,qc_slope,rna_plate,rna_well,x_amount_mg,x_annotation,x_avg_mol_weight,x_mg_per_ml,x_mmoles_per_liter,x_purity,x_smiles,x_volume_ul,pert_plate,batch,nearest_dose,brew_prefix,group_id,nsig,cc_q75,tas_q75,pert_iname_y,pert_type_y,moa,pert_id_dose,pert_type,control_type,Compound_Category
b27,r2,"dp52,dp53",A549,38,35,duo,REP.A001_A549_24H_X1_B27,E01,mlr12k,AB00016884,10.0,um,BRD-K26603252,HY-12013,10 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.0,8.24,55,REP.A001_A549_24H_X1,E01,0.052,ACCEPT,396.666,3.96666,10.0,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,10.0,REP.A001_A549_24H,REP.A001_A549_24H:E01,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_10,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,42,39,duo,REP.A001_A549_24H_X1_B27,E03,mlr12k,AB00016884,1.11111,um,BRD-K26603252,HY-12013,1.11 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,8.55,56,REP.A001_A549_24H_X1,E03,0.006,ACCEPT,396.666,0.4407399999999999,1.11111,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,1.11,REP.A001_A549_24H,REP.A001_A549_24H:E03,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_1.11,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,90,duo,REP.A001_A549_24H_X1_B27,E05,mlr12k,AB00016884,0.123457,um,BRD-K26603252,HY-12013,0.12 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,8.58,55,REP.A001_A549_24H_X1,E05,0.001,ACCEPT,396.666,0.0489711,0.123457,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.12,REP.A001_A549_24H,REP.A001_A549_24H:E05,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.12,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,74,duo,REP.A001_A549_24H_X1_B27,E06,mlr12k,AB00016884,0.0411523,um,BRD-K26603252,HY-12013,0.04 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,5.8,8.74,55,REP.A001_A549_24H_X1,E06,0.0,ACCEPT,396.666,0.0163237,0.0411523,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.04,REP.A001_A549_24H,REP.A001_A549_24H:E06,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.04,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,101,duo,REP.A001_A549_24H_X2_B27,E01,mlr12k,AB00016884,10.0,um,BRD-K26603252,HY-12013,10 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,7.83,55,REP.A001_A549_24H_X2,E01,0.052,ACCEPT,396.666,3.96666,10.0,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,10.0,REP.A001_A549_24H,REP.A001_A549_24H:E01,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_10,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,77,duo,REP.A001_A549_24H_X2_B27,E02,mlr12k,AB00016884,3.33333,um,BRD-K26603252,HY-12013,3.33 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,7.94,55,REP.A001_A549_24H_X2,E02,0.017,ACCEPT,396.666,1.3222200000000002,3.33333,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,3.33,REP.A001_A549_24H,REP.A001_A549_24H:E02,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_3.33,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,102,duo,REP.A001_A549_24H_X2_B27,E03,mlr12k,AB00016884,1.11111,um,BRD-K26603252,HY-12013,1.11 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,5.8,8.77,58,REP.A001_A549_24H_X2,E03,0.006,ACCEPT,396.666,0.4407399999999999,1.11111,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,1.11,REP.A001_A549_24H,REP.A001_A549_24H:E03,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_1.11,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,69,duo,REP.A001_A549_24H_X2_B27,E04,mlr12k,AB00016884,0.37037,um,BRD-K26603252,HY-12013,0.37 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,5.7,8.16,56,REP.A001_A549_24H_X2,E04,0.002,ACCEPT,396.666,0.146913,0.37037,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.37,REP.A001_A549_24H,REP.A001_A549_24H:E04,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.37,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,70,duo,REP.A001_A549_24H_X2_B27,E05,mlr12k,AB00016884,0.123457,um,BRD-K26603252,HY-12013,0.12 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,8.05,55,REP.A001_A549_24H_X2,E05,0.001,ACCEPT,396.666,0.0489711,0.123457,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.12,REP.A001_A549_24H,REP.A001_A549_24H:E05,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.12,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,66,duo,REP.A001_A549_24H_X2_B27,E06,mlr12k,AB00016884,0.0411523,um,BRD-K26603252,HY-12013,0.04 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,5.6,8.73,57,REP.A001_A549_24H_X2,E06,0.0,ACCEPT,396.666,0.0163237,0.0411523,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.04,REP.A001_A549_24H,REP.A001_A549_24H:E06,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.04,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,94,duo,REP.A001_A549_24H_X3_B27,E01,mlr12k,AB00016884,10.0,um,BRD-K26603252,HY-12013,10 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.2,7.22,53,REP.A001_A549_24H_X3,E01,0.052,ACCEPT,396.666,3.96666,10.0,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,10.0,REP.A001_A549_24H,REP.A001_A549_24H:E01,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_10,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,41,84,duo,REP.A001_A549_24H_X3_B27,E02,mlr12k,AB00016884,3.33333,um,BRD-K26603252,HY-12013,3.33 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.5,7.68,54,REP.A001_A549_24H_X3,E02,0.017,ACCEPT,396.666,1.3222200000000002,3.33333,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,3.33,REP.A001_A549_24H,REP.A001_A549_24H:E02,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_3.33,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,41,88,duo,REP.A001_A549_24H_X3_B27,E03,mlr12k,AB00016884,1.11111,um,BRD-K26603252,HY-12013,1.11 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.2,9.4,57,REP.A001_A549_24H_X3,E03,0.006,ACCEPT,396.666,0.4407399999999999,1.11111,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,1.11,REP.A001_A549_24H,REP.A001_A549_24H:E03,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_1.11,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,80,duo,REP.A001_A549_24H_X3_B27,E04,mlr12k,AB00016884,0.37037,um,BRD-K26603252,HY-12013,0.37 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,6.79,53,REP.A001_A549_24H_X3,E04,0.002,ACCEPT,396.666,0.146913,0.37037,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.37,REP.A001_A549_24H,REP.A001_A549_24H:E04,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.37,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,82,duo,REP.A001_A549_24H_X3_B27,E05,mlr12k,AB00016884,0.123457,um,BRD-K26603252,HY-12013,0.12 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,7.52,55,REP.A001_A549_24H_X3,E05,0.001,ACCEPT,396.666,0.0489711,0.123457,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.12,REP.A001_A549_24H,REP.A001_A549_24H:E05,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.12,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,81,duo,REP.A001_A549_24H_X3_B27,E06,mlr12k,AB00016884,0.0411523,um,BRD-K26603252,HY-12013,0.04 uM,pd153035,24 h,PD153035 (HYDROCHLORIDE),BRD-K26603252-003-04-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,7.58,54,REP.A001_A549_24H_X3,E06,0.0,ACCEPT,396.666,0.0163237,0.0411523,98.35,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,13,REP.A001,REP.A,0.04,REP.A001_A549_24H,REP.A001_A549_24H:E06,6,0.1475,0.1724505,pd153035,trt_cp,EGFR inhibitor,BRD-K26603252_0.04,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,69,duo,REP.A002_A549_24H_X1_B27,H13,mlr12k,AB00016885,10.0,um,BRD-K16803204,HY-18300,10 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,6.83,53,REP.A002_A549_24H_X1,H13,0.055,ACCEPT,425.504,4.25504,10.0,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,10.0,REP.A002_A549_24H,REP.A002_A549_24H:H13,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_10,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,38,71,duo,REP.A002_A549_24H_X1_B27,H14,mlr12k,AB00016885,3.33333,um,BRD-K16803204,HY-18300,3.33 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.0,7.92,54,REP.A002_A549_24H_X1,H14,0.018,ACCEPT,425.504,1.41835,3.33333,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,3.33,REP.A002_A549_24H,REP.A002_A549_24H:H14,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_3.33,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,37,84,duo,REP.A002_A549_24H_X1_B27,H15,mlr12k,AB00016885,1.11111,um,BRD-K16803204,HY-18300,1.11 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,7.62,55,REP.A002_A549_24H_X1,H15,0.006,ACCEPT,425.504,0.472782,1.11111,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,1.11,REP.A002_A549_24H,REP.A002_A549_24H:H15,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_1.11,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,39,55,duo,REP.A002_A549_24H_X1_B27,H16,mlr12k,AB00016885,0.37037,um,BRD-K16803204,HY-18300,0.37 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,7.75,55,REP.A002_A549_24H_X1,H16,0.002,ACCEPT,425.504,0.157594,0.37037,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,0.37,REP.A002_A549_24H,REP.A002_A549_24H:H16,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_0.37,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,40,49,duo,REP.A002_A549_24H_X1_B27,H17,mlr12k,AB00016885,0.123457,um,BRD-K16803204,HY-18300,0.12 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.2,7.39,53,REP.A002_A549_24H_X1,H17,0.001,ACCEPT,425.504,0.0525314,0.123457,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,0.12,REP.A002_A549_24H,REP.A002_A549_24H:H17,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_0.12,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,39,70,duo,REP.A002_A549_24H_X1_B27,H18,mlr12k,AB00016885,0.0411523,um,BRD-K16803204,HY-18300,0.04 uM,filgotinib,24 h,GLPG0634,BRD-K16803204-001-01-6,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,7.77,55,REP.A002_A549_24H_X1,H18,0.0,ACCEPT,425.504,0.0175105,0.0411523,96.83,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,13,REP.A002,REP.A,0.04,REP.A002_A549_24H,REP.A002_A549_24H:H18,6,0.18,0.1933214999999999,filgotinib,trt_cp,JAK inhibitor,BRD-K16803204_0.04,trt,,JAK inhibitor
b27,r2,"dp52,dp53",A549,39,73,duo,REP.A002_A549_24H_X1_B27,I01,mlr12k,AB00016885,10.0,um,BRD-K17026858,HY-15558,10 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.5,7.21,53,REP.A002_A549_24H_X1,I01,0.055,ACCEPT,424.4980000000001,4.24498,10.0,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,10.0,REP.A002_A549_24H,REP.A002_A549_24H:I01,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_10,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,58,duo,REP.A002_A549_24H_X1_B27,I02,mlr12k,AB00016885,3.33333,um,BRD-K17026858,HY-15558,3.33 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,7.02,54,REP.A002_A549_24H_X1,I02,0.018,ACCEPT,424.4980000000001,1.41499,3.33333,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,3.33,REP.A002_A549_24H,REP.A002_A549_24H:I02,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_3.33,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,37,58,duo,REP.A002_A549_24H_X1_B27,I03,mlr12k,AB00016885,1.11111,um,BRD-K17026858,HY-15558,1.11 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,7.07,53,REP.A002_A549_24H_X1,I03,0.006,ACCEPT,424.4980000000001,0.471664,1.11111,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,1.11,REP.A002_A549_24H,REP.A002_A549_24H:I03,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_1.11,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,64,duo,REP.A002_A549_24H_X1_B27,I04,mlr12k,AB00016885,0.37037,um,BRD-K17026858,HY-15558,0.37 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,6.73,53,REP.A002_A549_24H_X1,I04,0.002,ACCEPT,424.4980000000001,0.157221,0.37037,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,0.37,REP.A002_A549_24H,REP.A002_A549_24H:I04,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_0.37,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,65,duo,REP.A002_A549_24H_X1_B27,I05,mlr12k,AB00016885,0.123457,um,BRD-K17026858,HY-15558,0.12 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,6.57,53,REP.A002_A549_24H_X1,I05,0.001,ACCEPT,424.4980000000001,0.0524071,0.123457,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,0.12,REP.A002_A549_24H,REP.A002_A549_24H:I05,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_0.12,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,68,duo,REP.A002_A549_24H_X1_B27,I06,mlr12k,AB00016885,0.0411523,um,BRD-K17026858,HY-15558,0.04 uM,pibenzimol,24 h,HOECHST 33258,BRD-K17026858-001-01-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,6.95,54,REP.A002_A549_24H_X1,I06,0.0,ACCEPT,424.4980000000001,0.017469,0.0411523,93.13,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1,13,REP.A002,REP.A,0.04,REP.A002_A549_24H,REP.A002_A549_24H:I06,6,0.1275,0.1258161,pibenzimol,trt_cp,DNA inhibitor,BRD-K17026858_0.04,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,40,74,duo,REP.A002_A549_24H_X1_B27,J01,mlr12k,AB00016885,10.0,um,BRD-K17068645,S1212,10 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,6.59,53,REP.A002_A549_24H_X1,J01,0.051,ACCEPT,394.724,3.94724,10.0,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,10.0,REP.A002_A549_24H,REP.A002_A549_24H:J01,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_10,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,78,duo,REP.A002_A549_24H_X1_B27,J02,mlr12k,AB00016885,3.33333,um,BRD-K17068645,S1212,3.33 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,6.88,53,REP.A002_A549_24H_X1,J02,0.017,ACCEPT,394.724,1.31575,3.33333,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,3.33,REP.A002_A549_24H,REP.A002_A549_24H:J02,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_3.33,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,71,duo,REP.A002_A549_24H_X1_B27,J03,mlr12k,AB00016885,1.11111,um,BRD-K17068645,S1212,1.11 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,7.49,54,REP.A002_A549_24H_X1,J03,0.006,ACCEPT,394.724,0.4385819999999999,1.11111,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,1.11,REP.A002_A549_24H,REP.A002_A549_24H:J03,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_1.11,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,70,duo,REP.A002_A549_24H_X1_B27,J04,mlr12k,AB00016885,0.37037,um,BRD-K17068645,S1212,0.37 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,7.1,53,REP.A002_A549_24H_X1,J04,0.002,ACCEPT,394.724,0.146194,0.37037,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,0.37,REP.A002_A549_24H,REP.A002_A549_24H:J04,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_0.37,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,37,77,duo,REP.A002_A549_24H_X1_B27,J05,mlr12k,AB00016885,0.123457,um,BRD-K17068645,S1212,0.12 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.4,7.42,54,REP.A002_A549_24H_X1,J05,0.001,ACCEPT,394.724,0.0487314,0.123457,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,0.12,REP.A002_A549_24H,REP.A002_A549_24H:J05,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_0.12,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,67,duo,REP.A002_A549_24H_X1_B27,J06,mlr12k,AB00016885,0.0411523,um,BRD-K17068645,S1212,0.04 uM,bendamustine,24 h,BENDAMUSTINE HCL,BRD-K17068645-003-04-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.4,7.03,54,REP.A002_A549_24H_X1,J06,0.0,ACCEPT,394.724,0.0162438,0.0411523,88.19,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,13,REP.A002,REP.A,0.04,REP.A002_A549_24H,REP.A002_A549_24H:J06,6,0.14,0.14749525,bendamustine,trt_cp,DNA inhibitor,BRD-K17068645_0.04,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,75,duo,REP.A002_A549_24H_X1_B27,L19,mlr12k,AB00016885,10.0,um,BRD-K17743125,S1085,10 uM,belinostat,24 h,BELINOSTAT (PXD101),BRD-K17743125-001-08-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,8.0,7.81,54,REP.A002_A549_24H_X1,L19,0.0409999999999999,ACCEPT,318.348,3.18348,10.0,94.73,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,13,REP.A002,REP.A,10.0,REP.A002_A549_24H,REP.A002_A549_24H:L19,6,0.71,0.6534925,belinostat,trt_cp,HDAC inhibitor,BRD-K17743125_10,trt,,HDAC inhibitor
b27,r2,"dp52,dp53",A549,37,80,duo,REP.A002_A549_24H_X1_B27,L20,mlr12k,AB00016885,3.33333,um,BRD-K17743125,S1085,3.33 uM,belinostat,24 h,BELINOSTAT (PXD101),BRD-K17743125-001-08-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.3,7.59,53,REP.A002_A549_24H_X1,L20,0.0139999999999999,ACCEPT,318.348,1.06116,3.33333,94.73,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,13,REP.A002,REP.A,3.33,REP.A002_A549_24H,REP.A002_A549_24H:L20,6,0.71,0.6534925,belinostat,trt_cp,HDAC inhibitor,BRD-K17743125_3.33,trt,,HDAC inhibitor
b27,r2,"dp52,dp53",A549,36,73,duo,REP.A002_A549_24H_X1_B27,L21,mlr12k,AB00016885,1.11111,um,BRD-K17743125,S1085,1.11 uM,belinostat,24 h,BELINOSTAT (PXD101),BRD-K17743125-001-08-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.6,7.16,53,REP.A002_A549_24H_X1,L21,0.005,ACCEPT,318.348,0.35372,1.11111,94.73,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,13,REP.A002,REP.A,1.11,REP.A002_A549_24H,REP.A002_A549_24H:L21,6,0.71,0.6534925,belinostat,trt_cp,HDAC inhibitor,BRD-K17743125_1.11,trt,,HDAC inhibitor
