bead_batch,bead_revision,bead_set,cell_id,count_cv,count_mean,det_mode,det_plate,det_well,inf_model,mfc_plate_name,pert_dose,pert_dose_unit,pert_id,pert_id_vendor,pert_idose,pert_iname_x,pert_itime,pert_mfc_desc,pert_mfc_id,pert_time,pert_time_unit,pert_type_x,pert_vehicle,pool_id,provenance_code,qc_f_logp,qc_iqr,qc_slope,rna_plate,rna_well,x_amount_mg,x_annotation,x_avg_mol_weight,x_mg_per_ml,x_mmoles_per_liter,x_purity,x_smiles,x_volume_ul,pert_plate,batch,nearest_dose,brew_prefix,group_id,nsig,cc_q75,tas_q75,pert_iname_y,pert_type_y,moa,pert_id_dose,pert_type,control_type,Compound_Category
b27,r2,"dp52,dp53",A549,39,87,duo,REP.A017_A549_24H_X2_B27,B08,mlr12k,AB00018082,3.33333,um,BRD-K50168500,S1019,3.33 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.0,7.23,54,REP.A017_A549_24H_X2,B08,0.021,ACCEPT,485.9380000000001,1.61979,3.33333,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,3.33,REP.A017_A549_24H,REP.A017_A549_24H:B08,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_3.33,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,89,duo,REP.A017_A549_24H_X2_B27,B09,mlr12k,AB00018082,1.11111,um,BRD-K50168500,S1019,1.11 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,7.97,56,REP.A017_A549_24H_X2,B09,0.0069999999999999,ACCEPT,485.9380000000001,0.539931,1.11111,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,1.11,REP.A017_A549_24H,REP.A017_A549_24H:B09,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_1.11,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,99,duo,REP.A017_A549_24H_X2_B27,B10,mlr12k,AB00018082,0.37037,um,BRD-K50168500,S1019,0.37 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.1,6.99,53,REP.A017_A549_24H_X2,B10,0.002,ACCEPT,485.9380000000001,0.179977,0.37037,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.37,REP.A017_A549_24H,REP.A017_A549_24H:B10,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.37,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,100,duo,REP.A017_A549_24H_X2_B27,B11,mlr12k,AB00018082,0.123457,um,BRD-K50168500,S1019,0.12 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,6.75,54,REP.A017_A549_24H_X2,B11,0.001,ACCEPT,485.9380000000001,0.0599923,0.123457,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.12,REP.A017_A549_24H,REP.A017_A549_24H:B11,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.12,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,38,85,duo,REP.A017_A549_24H_X2_B27,B12,mlr12k,AB00018082,0.0411523,um,BRD-K50168500,S1019,0.04 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.9,6.88,54,REP.A017_A549_24H_X2,B12,0.0,ACCEPT,485.9380000000001,0.0199974,0.0411523,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.04,REP.A017_A549_24H,REP.A017_A549_24H:B12,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.04,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,95,duo,REP.A017_A549_24H_X2_B27,K19,mlr12k,AB00018082,10.0,um,BRD-K67043667,1503065,10 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.3,7.02,55,REP.A017_A549_24H_X2,K19,0.027,ACCEPT,210.279,2.10279,10.0,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,10.0,REP.A017_A549_24H,REP.A017_A549_24H:K19,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_10,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,38,97,duo,REP.A017_A549_24H_X2_B27,K20,mlr12k,AB00018082,3.33333,um,BRD-K67043667,1503065,3.33 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,7.08,54,REP.A017_A549_24H_X2,K20,0.009,ACCEPT,210.279,0.7009310000000001,3.33333,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,3.33,REP.A017_A549_24H,REP.A017_A549_24H:K20,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_3.33,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,99,duo,REP.A017_A549_24H_X2_B27,K21,mlr12k,AB00018082,1.11111,um,BRD-K67043667,1503065,1.11 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,6.97,57,REP.A017_A549_24H_X2,K21,0.003,ACCEPT,210.279,0.233644,1.11111,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,1.11,REP.A017_A549_24H,REP.A017_A549_24H:K21,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_1.11,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,94,duo,REP.A017_A549_24H_X2_B27,K22,mlr12k,AB00018082,0.37037,um,BRD-K67043667,1503065,0.37 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.9,7.68,55,REP.A017_A549_24H_X2,K22,0.001,ACCEPT,210.279,0.0778813,0.37037,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.37,REP.A017_A549_24H,REP.A017_A549_24H:K22,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.37,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,101,duo,REP.A017_A549_24H_X2_B27,K23,mlr12k,AB00018082,0.123457,um,BRD-K67043667,1503065,0.12 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.5,7.54,54,REP.A017_A549_24H_X2,K23,0.0,ACCEPT,210.279,0.0259604,0.123457,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.12,REP.A017_A549_24H,REP.A017_A549_24H:K23,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.12,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,103,duo,REP.A017_A549_24H_X2_B27,K24,mlr12k,AB00018082,0.0411523,um,BRD-K67043667,1503065,0.04 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.2,7.12,54,REP.A017_A549_24H_X2,K24,0.0,ACCEPT,210.279,0.00865347,0.0411523,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.04,REP.A017_A549_24H,REP.A017_A549_24H:K24,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.04,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,40,89,duo,REP.A017_A549_24H_X3_B27,B07,mlr12k,AB00018082,10.0,um,BRD-K50168500,S1019,10 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,8.18,57,REP.A017_A549_24H_X3,B07,0.063,ACCEPT,485.9380000000001,4.859380000000001,10.0,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,10.0,REP.A017_A549_24H,REP.A017_A549_24H:B07,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_10,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,80,duo,REP.A017_A549_24H_X3_B27,B08,mlr12k,AB00018082,3.33333,um,BRD-K50168500,S1019,3.33 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,7.1,53,REP.A017_A549_24H_X3,B08,0.021,ACCEPT,485.9380000000001,1.61979,3.33333,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,3.33,REP.A017_A549_24H,REP.A017_A549_24H:B08,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_3.33,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,85,duo,REP.A017_A549_24H_X3_B27,B09,mlr12k,AB00018082,1.11111,um,BRD-K50168500,S1019,1.11 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,7.14,53,REP.A017_A549_24H_X3,B09,0.0069999999999999,ACCEPT,485.9380000000001,0.539931,1.11111,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,1.11,REP.A017_A549_24H,REP.A017_A549_24H:B09,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_1.11,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,90,duo,REP.A017_A549_24H_X3_B27,B10,mlr12k,AB00018082,0.37037,um,BRD-K50168500,S1019,0.37 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,7.14,53,REP.A017_A549_24H_X3,B10,0.002,ACCEPT,485.9380000000001,0.179977,0.37037,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.37,REP.A017_A549_24H,REP.A017_A549_24H:B10,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.37,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,40,84,duo,REP.A017_A549_24H_X3_B27,B11,mlr12k,AB00018082,0.123457,um,BRD-K50168500,S1019,0.12 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.7,6.91,53,REP.A017_A549_24H_X3,B11,0.001,ACCEPT,485.9380000000001,0.0599923,0.123457,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.12,REP.A017_A549_24H,REP.A017_A549_24H:B11,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.12,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,79,duo,REP.A017_A549_24H_X3_B27,B12,mlr12k,AB00018082,0.0411523,um,BRD-K50168500,S1019,0.04 uM,canertinib,24 h,CANERTINIB (CI-1033),BRD-K50168500-001-07-9,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,7.54,54,REP.A017_A549_24H_X3,B12,0.0,ACCEPT,485.9380000000001,0.0199974,0.0411523,95.13,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,13,REP.A017,REP.A,0.04,REP.A017_A549_24H,REP.A017_A549_24H:B12,6,0.1275,0.1334345,canertinib,trt_cp,EGFR inhibitor,BRD-K50168500_0.04,trt,,EGFR inhibitor
b27,r2,"dp52,dp53",A549,39,81,duo,REP.A017_A549_24H_X3_B27,K19,mlr12k,AB00018082,10.0,um,BRD-K67043667,1503065,10 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.6,7.52,54,REP.A017_A549_24H_X3,K19,0.027,ACCEPT,210.279,2.10279,10.0,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,10.0,REP.A017_A549_24H,REP.A017_A549_24H:K19,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_10,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,41,89,duo,REP.A017_A549_24H_X3_B27,K20,mlr12k,AB00018082,3.33333,um,BRD-K67043667,1503065,3.33 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,7.56,53,REP.A017_A549_24H_X3,K20,0.009,ACCEPT,210.279,0.7009310000000001,3.33333,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,3.33,REP.A017_A549_24H,REP.A017_A549_24H:K20,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_3.33,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,41,80,duo,REP.A017_A549_24H_X3_B27,K21,mlr12k,AB00018082,1.11111,um,BRD-K67043667,1503065,1.11 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.6,6.93,54,REP.A017_A549_24H_X3,K21,0.003,ACCEPT,210.279,0.233644,1.11111,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,1.11,REP.A017_A549_24H,REP.A017_A549_24H:K21,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_1.11,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,41,80,duo,REP.A017_A549_24H_X3_B27,K22,mlr12k,AB00018082,0.37037,um,BRD-K67043667,1503065,0.37 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.5,7.1,54,REP.A017_A549_24H_X3,K22,0.001,ACCEPT,210.279,0.0778813,0.37037,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.37,REP.A017_A549_24H,REP.A017_A549_24H:K22,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.37,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,39,96,duo,REP.A017_A549_24H_X3_B27,K23,mlr12k,AB00018082,0.123457,um,BRD-K67043667,1503065,0.12 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.0,7.25,54,REP.A017_A549_24H_X3,K23,0.0,ACCEPT,210.279,0.0259604,0.123457,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.12,REP.A017_A549_24H,REP.A017_A549_24H:K23,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.12,trt,,DNA inhibitor
b27,r2,"dp52,dp53",A549,41,82,duo,REP.A017_A549_24H_X3_B27,K24,mlr12k,AB00018082,0.0411523,um,BRD-K67043667,1503065,0.04 uM,altretamine,24 h,ALTRETAMINE,BRD-K67043667-001-26-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,7.93,54,REP.A017_A549_24H_X3,K24,0.0,ACCEPT,210.279,0.00865347,0.0411523,99.9,CN(C)c1nc(nc(n1)N(C)C)N(C)C,13,REP.A017,REP.A,0.04,REP.A017_A549_24H,REP.A017_A549_24H:K24,6,0.2025,0.204671,altretamine,trt_cp,DNA synthesis inhibitor,BRD-K67043667_0.04,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,27,74,duo,REP.A018_A549_24H_X1_B29,E19,mlr12k,AB00018083,10.0,um,BRD-K63430059,1500400,10 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,10.08,58,REP.A018_A549_24H_X1,E19,0.0279999999999999,ACCEPT,216.19,2.16189,10.0,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,10.0,REP.A018_A549_24H,REP.A018_A549_24H:E19,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_10,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,27,63,duo,REP.A018_A549_24H_X1_B29,E20,mlr12k,AB00018083,3.33333,um,BRD-K63430059,1500400,3.33 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.2,9.08,57,REP.A018_A549_24H_X1,E20,0.009,ACCEPT,216.19,0.7206319999999999,3.33333,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,3.33,REP.A018_A549_24H,REP.A018_A549_24H:E20,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_3.33,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,27,69,duo,REP.A018_A549_24H_X1_B29,E21,mlr12k,AB00018083,1.11111,um,BRD-K63430059,1500400,1.11 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,5.9,9.56,56,REP.A018_A549_24H_X1,E21,0.003,ACCEPT,216.19,0.240211,1.11111,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,1.11,REP.A018_A549_24H,REP.A018_A549_24H:E21,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_1.11,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,25,74,duo,REP.A018_A549_24H_X1_B29,E22,mlr12k,AB00018083,0.37037,um,BRD-K63430059,1500400,0.37 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,8.94,56,REP.A018_A549_24H_X1,E22,0.001,ACCEPT,216.19,0.0800702,0.37037,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,0.37,REP.A018_A549_24H,REP.A018_A549_24H:E22,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_0.37,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,26,74,duo,REP.A018_A549_24H_X1_B29,E23,mlr12k,AB00018083,0.123457,um,BRD-K63430059,1500400,0.12 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,9.32,56,REP.A018_A549_24H_X1,E23,0.0,ACCEPT,216.19,0.0266901,0.123457,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,0.12,REP.A018_A549_24H,REP.A018_A549_24H:E23,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_0.12,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,26,75,duo,REP.A018_A549_24H_X1_B29,E24,mlr12k,AB00018083,0.0411523,um,BRD-K63430059,1500400,0.04 uM,methoxsalen,24 h,METHOXSALEN,BRD-K63430059-001-17-2,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,9.51,57,REP.A018_A549_24H_X1,E24,0.0,ACCEPT,216.19,0.00889669,0.0411523,99.46,COc1c2occc2cc2ccc(=O)oc12,13,REP.A018,REP.A,0.04,REP.A018_A549_24H,REP.A018_A549_24H:E24,6,0.1075,0.1090752999999999,methoxsalen,trt_cp,DNA synthesis inhibitor,BRD-K63430059_0.04,trt,,DNA inhibitor
b29,r2,"dp52,dp53",A549,27,63,duo,REP.A018_A549_24H_X1_B29,H13,mlr12k,AB00018083,10.0,um,BRD-K64052750,3000,10 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.4,9.78,58,REP.A018_A549_24H_X1,H13,0.0579999999999999,ACCEPT,446.902,4.46902,10.0,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,10.0,REP.A018_A549_24H,REP.A018_A549_24H:H13,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_10,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,27,66,duo,REP.A018_A549_24H_X1_B29,H14,mlr12k,AB00018083,3.33333,um,BRD-K64052750,3000,3.33 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.5,9.93,58,REP.A018_A549_24H_X1,H14,0.019,ACCEPT,446.902,1.48967,3.33333,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,3.33,REP.A018_A549_24H,REP.A018_A549_24H:H14,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_3.33,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,27,73,duo,REP.A018_A549_24H_X1_B29,H15,mlr12k,AB00018083,1.11111,um,BRD-K64052750,3000,1.11 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.8,10.6,58,REP.A018_A549_24H_X1,H15,0.006,ACCEPT,446.902,0.496558,1.11111,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,1.11,REP.A018_A549_24H,REP.A018_A549_24H:H15,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_1.11,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,27,67,duo,REP.A018_A549_24H_X1_B29,H16,mlr12k,AB00018083,0.37037,um,BRD-K64052750,3000,0.37 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.1,9.33,57,REP.A018_A549_24H_X1,H16,0.002,ACCEPT,446.902,0.165519,0.37037,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,0.37,REP.A018_A549_24H,REP.A018_A549_24H:H16,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_0.37,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,27,63,duo,REP.A018_A549_24H_X1_B29,H17,mlr12k,AB00018083,0.123457,um,BRD-K64052750,3000,0.12 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.3,9.17,57,REP.A018_A549_24H_X1,H17,0.001,ACCEPT,446.902,0.0551731,0.123457,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,0.12,REP.A018_A549_24H,REP.A018_A549_24H:H17,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_0.12,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,26,75,duo,REP.A018_A549_24H_X1_B29,H18,mlr12k,AB00018083,0.0411523,um,BRD-K64052750,3000,0.04 uM,gefitinib,24 h,IRESSA,BRD-K64052750-001-17-5,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.0,10.15,56,REP.A018_A549_24H_X1,H18,0.0,ACCEPT,446.902,0.018391,0.0411523,99.36,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13,REP.A018,REP.A,0.04,REP.A018_A549_24H,REP.A018_A549_24H:H18,6,0.135,0.15972075,gefitinib,trt_cp,EGFR inhibitor,BRD-K64052750_0.04,trt,,EGFR inhibitor
b29,r2,"dp52,dp53",A549,26,76,duo,REP.A018_A549_24H_X1_B29,J07,mlr12k,AB00018083,10.0,um,BRD-K64800655,S1487,10 uM,PHA-793887,24 h,PHA-793887,BRD-K64800655-001-07-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,7.1,10.0,57,REP.A018_A549_24H_X1,J07,0.047,ACCEPT,361.482,3.61482,10.0,87.02,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,13,REP.A018,REP.A,10.0,REP.A018_A549_24H,REP.A018_A549_24H:J07,6,0.43,0.38375975,PHA-793887,trt_cp,CDK inhibitor,BRD-K64800655_10,trt,,CDK inhibitor
b29,r2,"dp52,dp53",A549,27,66,duo,REP.A018_A549_24H_X1_B29,J08,mlr12k,AB00018083,3.33333,um,BRD-K64800655,S1487,3.33 uM,PHA-793887,24 h,PHA-793887,BRD-K64800655-001-07-4,24,h,trt_cp,DMSO,epsilon,KMV+F2D+INO+QNO,6.2,9.45,57,REP.A018_A549_24H_X1,J08,0.016,ACCEPT,361.482,1.20494,3.33333,87.02,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,13,REP.A018,REP.A,3.33,REP.A018_A549_24H,REP.A018_A549_24H:J08,6,0.43,0.38375975,PHA-793887,trt_cp,CDK inhibitor,BRD-K64800655_3.33,trt,,CDK inhibitor
