Cells_AreaShape_FormFactor,Cells_AreaShape_Zernike_1_1,Cells_AreaShape_Zernike_2_2,Cells_AreaShape_Zernike_5_1,Cells_AreaShape_Zernike_6_0,Cells_AreaShape_Zernike_6_2,Cells_AreaShape_Zernike_7_1,Cells_AreaShape_Zernike_7_3,Cells_AreaShape_Zernike_8_0,Cells_AreaShape_Zernike_8_2,Cells_AreaShape_Zernike_8_4,Cells_AreaShape_Zernike_9_1,Cells_AreaShape_Zernike_9_3,Cells_Granularity_2_ER,Cells_Granularity_2_RNA,Cells_RadialDistribution_RadialCV_AGP_4of4,Cells_RadialDistribution_RadialCV_ER_3of4,Cells_RadialDistribution_RadialCV_ER_4of4,Cells_RadialDistribution_RadialCV_RNA_1of4,Cells_Texture_InfoMeas2_ER_5_0,Cytoplasm_AreaShape_Zernike_1_1,Cytoplasm_AreaShape_Zernike_6_0,Cytoplasm_AreaShape_Zernike_6_2,Cytoplasm_AreaShape_Zernike_7_1,Cytoplasm_AreaShape_Zernike_7_3,Cytoplasm_AreaShape_Zernike_8_0,Cytoplasm_AreaShape_Zernike_8_2,Cytoplasm_AreaShape_Zernike_8_4,Cytoplasm_AreaShape_Zernike_9_1,Cytoplasm_AreaShape_Zernike_9_3,Cytoplasm_Correlation_Overlap_ER_AGP,Cytoplasm_Intensity_MassDisplacement_DNA,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,Nuclei_AreaShape_Orientation,Nuclei_AreaShape_Zernike_2_0,Nuclei_AreaShape_Zernike_3_1,Nuclei_AreaShape_Zernike_4_2,Nuclei_AreaShape_Zernike_4_4,Nuclei_AreaShape_Zernike_6_0,Nuclei_AreaShape_Zernike_6_2,Nuclei_AreaShape_Zernike_6_4,Nuclei_AreaShape_Zernike_7_1,Nuclei_AreaShape_Zernike_8_0,Nuclei_AreaShape_Zernike_8_2,Nuclei_AreaShape_Zernike_9_1,Nuclei_AreaShape_Zernike_9_3,Nuclei_Granularity_7_DNA,Nuclei_Intensity_StdIntensityEdge_RNA,Nuclei_Texture_Correlation_AGP_10_0,Nuclei_Texture_Correlation_RNA_20_0,Nuclei_Texture_DifferenceVariance_DNA_5_0,Nuclei_Texture_DifferenceVariance_ER_20_0,Nuclei_Texture_DifferenceVariance_Mito_10_0,Nuclei_Texture_Gabor_DNA_20,Nuclei_Texture_InfoMeas1_DNA_20_0,Nuclei_Texture_InfoMeas2_DNA_20_0,Nuclei_Texture_SumEntropy_DNA_10_0
2.3301,5.4751,-8.6906,-0.67179,0.11305,3.7001,17.355999999999998,-23.824,4.1095,9.2303,-6.8909,2.9156,-16.086,19.255,4.9133,-3.4731,13.347,-7.0665,6.379,-8.5795,-2.1701,6.0464,-1.6845,3.3427,-6.5625,1.7048,13.586,-0.47789,20.337,2.6176,5.6191,-7.345,1.3421,-1.1302,-14.491,-8.5384,-1.7033,-1.7271,-3.5905,12.071,-8.8775,-5.3144,-7.9895,15.138,14.066,4.1987,-5.0411,-4.6309,5.6113,-2.759,-3.8397,-0.21834,-2.634,0.49799,-0.36808,-2.3091,1.6482,4.9243
3.3412,-1.3086,-16.479,1.2222,4.3133,-6.2452,4.2509,-8.2952,1.8367,6.989,-9.2079,7.6607,-0.41563,13.148,1.7872,-3.0848,9.1969,-4.4783,-1.1748,-4.6762,-0.014663,-3.1916,-8.2566,-0.39913,-8.5698,6.7828,7.749,-7.3823,11.375,5.2339,7.7021,-2.8828,-17.413,0.10131,-15.279000000000002,-22.795,0.40323,0.27885,-8.0265,16.904,-19.825,-9.4996,6.0638,0.15695,12.05,18.303,-4.2137,-3.9086,4.6588,9.7632,2.1532,-1.0481,3.3237,2.2117,0.80766,0.60456,-2.5483,2.6532
1.1955,0.81262,-1.0439,-1.2599,0.89102,0.024577,-0.66901,-0.8993200000000001,-0.49724,1.106,0.12101,0.6766399999999999,0.68786,-0.62156,-1.1021,-0.2127,0.36766,-0.69018,-1.2458,-0.7330300000000001,2.1538,-1.1266,-0.8134600000000001,-1.3451,-1.5944,-1.2611,-1.1092,0.61854,1.4224,0.93453,1.3341,0.89964,-0.42672,-0.53986,1.2132,0.030659,1.2439,-0.5358,-0.58043,-1.4966,-0.83254,0.29029,0.57718,-0.25827,-1.4067,0.99694,0.92548,0.26611,1.0759,0.24331,0.33827,-0.5845199999999999,1.5908,-0.41514,-0.022555,0.25825,-0.073581,0.5717399999999999
0.97795,0.082393,-0.45712,0.2617,0.8335299999999999,-1.6302,1.4446,0.64595,-0.28593,-0.46768,0.61314,-0.25629,1.6844,0.46446,-1.1522,1.0021,1.0612,0.2196,-0.87011,-0.98845,1.1111,-1.7559,-0.65754,-1.1686,1.2522,-2.5952,0.14847,-0.7387600000000001,-0.38638,0.66776,0.9671,2.1254,0.37166,-0.84911,-0.19904,1.2417,1.0924,-0.091976,0.52912,-0.27607,-0.81028,-0.45251,2.8948,-1.9877,-0.86075,2.1986,2.9056,-0.78647,0.4904,0.24894,0.94393,0.0045845,1.7925,-0.10232,0.29705,-2.1574,2.0088,0.93006
0.8904200000000001,0.8400799999999999,-0.61635,0.43437,0.37365,0.21573,1.7075,0.7531100000000001,-1.2373,1.5469,0.11764,0.093292,-0.31112,-2.7205,-1.129,1.072,2.9785,2.4235,-0.049726,1.4807,0.0048876,-0.5674600000000001,0.10168,0.34156,-0.32163,-0.1679,-0.078061,-0.25936,-0.8214100000000001,-0.5516300000000001,0.3918,0.7953600000000001,0.23401,0.33725,-0.60542,0.8891,1.1706,1.4439,0.080169,1.1938,-1.4558,0.22625,0.32392,1.6847,1.0562,-0.8659399999999999,-1.0023,-0.09485,0.91554,3.1893,0.88434,-0.33123,1.3132,-0.85841,0.069105,-1.1413,1.0547,0.83521
-1.4497,0.5202100000000001,-0.6825399999999999,0.24012,-1.2244,0.2758,0.49369,-0.44565,0.055633,-1.1889,0.064382,1.5173,-1.2153,-4.4117,-2.1312,0.8879,1.4261,2.3803,-0.34264,1.2386,-0.59955,-0.77599,-2.8742,-0.19381,-2.2908,1.3629,-0.75561,-2.3146,2.7886,-1.8291,-0.92742,0.237,0.02753,0.0053319,1.2981,1.7322,1.7033,2.13,0.52912,1.4362,-1.0908,-1.6047,0.94153,-0.1798,0.28618,1.7388,1.3081,0.35832,-2.2758,1.2353,1.9343,-2.2813,1.1939,1.8655,-0.8235,-0.93654,0.69657,0.24503
-1.1485,1.2908,0.78094,-0.11601,0.42347,1.3463,1.6966,-0.76212,-1.082,0.16534,-0.51876,-0.79245,-0.93821,-4.0886,-1.5043,-3.3375,-1.8601,-1.8666,-1.2019,0.27804,0.13197,0.5287,1.3015,0.16502,-0.084311,-0.20548,0.4602,-0.1225,-1.5379,0.12918,0.7588,-3.4914,-1.466,-0.6305,-0.46816,-2.1921,1.7449,1.2833,-0.89041,-0.24491,-1.0062,-0.56777,1.9839,-1.342,0.34349,0.33945,-1.5665,0.37545,-1.833,6.0,0.0788529999999999,-1.4556,-0.16591,-0.4819100000000001,-0.16652,-0.25741,0.24527,-0.023713
-0.21721,1.3183,-0.61992,1.4704,-0.8565299999999999,0.7673399999999999,-0.96243,-1.5302,-0.8526,-0.29762,1.2334,0.15656,-0.82883,-0.52252,-1.2106,-1.3376,0.53469,-0.14411,-0.94648,-0.65587,0.98241,-1.9257,-0.42368,-1.0976,-0.096802,-0.76678,-0.5898,0.42345,-0.78706,0.086257,0.30253,0.54983,-2.6704,-0.33991,-0.58533,0.29126,1.1828,0.69055,0.14858,0.41552,-0.097946,-0.4397,-0.2768199999999999,0.63972,-0.6924899999999999,-1.4567,-0.83065,-0.55988,-2.2249,1.472,0.99992,-0.81145,1.8879,0.31437,0.4727,-1.2171,1.3245,0.32407
0.8222,5.0922,-1.8633,3.9255,-0.8297,-3.6346,6.2768,-4.6338,-3.1210000000000004,2.3584,-1.2516,3.5172,6.1397,-3.2963,1.9503,9.8526,-5.5058,4.5714,-1.2345,5.7192,7.2092,-5.1256,-6.7347,0.60829,-6.0898,-2.6955,-2.3924,-2.2254,-0.33868,-0.94547,-0.054554,8.0711,-1.8583,1.7169,0.63044,10.148,-4.7556,-0.8774200000000001,0.24906,4.125,8.6148,0.26894,-7.2003,3.9625,3.2457,-2.6684,-2.5067,2.1565,-4.569,-9.5171,-1.8388,7.9672,-1.9985,4.0355,-5.1358,4.4695,-5.5431,2.0419
0.5364399999999999,0.3845,-2.6255,-0.97396,1.006,-3.935,-2.8203,0.020029,2.4474,-1.1941,-0.18371,1.3522,3.9133,-2.4203,0.23516,4.2853,3.9716,4.2636,0.1623099999999999,2.8323,-0.48062,1.444,-1.088,1.0765,-0.0093679,0.15608,0.067347,-1.9206,-0.71265,-0.4498,-2.8517,5.6775,6.2975,0.68116,-0.078701,4.4455,-1.3368,0.36936,1.4377,0.94524,2.4130000000000003,-0.23906,-0.96553,0.4788,-0.26193,0.7236100000000001,0.63607,2.1776,-2.0005,-4.9234,-1.8654,1.2235,-0.69726,3.4111,-2.3851,1.8743,-2.3987,0.4610800000000001
0.56283,1.1503,-0.48574,-2.9974,0.28934,-2.4986,2.4624,1.1006,-0.67578,0.1265,1.0372,-0.16407,3.5098,-0.35517,-0.73861,0.8550700000000001,2.4846,3.2117,-0.18971,1.8505,0.15966,0.7926,-0.7456699999999999,1.1552,0.6026699999999999,-1.1183,0.5795899999999999,0.20492,-1.4043,0.42035,-2.5938,3.7028,4.8522,-0.13596,0.22624,2.5907,-0.68915,-1.0701,2.156,0.95094,1.3534,-1.3801,-1.6978,1.193,-0.49117,-0.15807,-0.25508,0.4782,-0.87065,-2.1221,-0.5422100000000001,-0.1593099999999999,0.37845,-0.052241,-1.9877,-0.36442,0.23055,1.0196
0.8093199999999999,-1.7303,-0.24958,-1.3031,0.12072,-0.16657,1.7696,-0.53879,-0.23072,-0.50547,-0.56191,0.31741,-1.8764,-1.1168,-0.70193,-0.02855,-1.6113,-1.2049,-1.4655,-0.054545,1.0948,-0.98452,-0.8337899999999999,-0.52578,0.44654,-1.1905,-1.6168,1.0185,-1.1706,0.67028,1.0167,-0.35834,-0.77773,-0.5345300000000001,0.39429,-0.015329,0.12952,-0.22921,0.52698,-0.8529,-0.2048,0.3714,-0.082201,-0.14503,-1.2399,-0.57121,2.8680000000000003,-1.0091,0.16825,-0.71113,0.3619,-0.32263,0.46303,-2.4102,-0.5523600000000001,-1.0992,0.8363700000000001,0.53485
0.59629,-1.3151,1.5216,-0.76352,-0.036407,0.4888,0.8540700000000001,-1.5493,-0.35148,-0.17269,0.41494,0.64876,-1.8108,0.33127,-1.0144,0.75229,-0.5292399999999999,-0.18235,-0.71155,-0.28337,0.97752,-0.21868,0.13897,-0.082512,-1.7612,-0.5322,-1.0954,0.56863,0.19844,-0.22174,0.78856,1.622,-0.041295,-0.45455,-0.048539,-1.6862,0.7722399999999999,-0.28177,-0.16355,-0.49228,-1.1843,0.27748,1.7191,1.0977,-0.30675,-0.54476,0.49217,0.20156,0.49342,0.39549,0.90591,-0.58853,0.4999,-1.5076,-0.009118,-1.8811,2.1461,0.90898
0.78487,-0.22779,1.9367,-1.2653,-0.11305,0.78918,1.7197,-2.5137,0.22555,0.6409,1.7012,-1.0777,-3.3639,-0.081963,-0.86685,0.99496,-0.075347,0.07941,-0.83521,-0.92194,-2.2532,-2.0364,-0.24065,-0.67737,0.19048,-1.2229,-1.5362,1.2885,-1.6075,-0.65514,-0.7389600000000001,-0.048347,-0.69514,-0.6864899999999999,-0.58439,-0.18395,0.59629,1.2336,0.5889800000000001,-0.90306,0.10685,-0.66595,0.73892,-2.2102,-0.87765,1.7501,-0.34174,-0.4215600000000001,0.55114,-0.82573,1.0117,-0.57994,0.87944,-0.76197,0.22267,-1.9628,1.7905,0.5980800000000001
1.0848,-12.403,-4.3305,-8.1829,4.1715,7.2119,-19.154,0.30044,7.7933,8.8282,-2.3356,-3.4582,14.496,-9.3875,1.5855,-0.93358,-6.7658,-3.6401,1.9825,4.3489,-20.471,-1.5418,-6.7076,1.8748,4.4747,0.72253,3.6674,-7.5918,12.843,-0.31768,7.7914,-2.7766,1.5692,-3.9806,-8.0998,14.578,-2.2507,-0.54748,2.265,11.007,2.1637,-9.918,-4.8161,15.46,4.6931,7.2229,-2.5802,-0.81018,-2.2698,13.13,-1.2675,-10.827,-0.005422,3.3864,-3.8372,-6.0367,4.6429,1.2199
-0.78101,-10.928,-5.5328,0.083637,0.086228,1.2807,6.8003,-3.5292,6.2166,1.2256,-2.0531,-1.3039,-3.7844,-6.9259,0.55498,-0.12705,-1.2682,-4.5087,1.9825,3.9259,-14.326,0.51025,-5.823,-0.49507,-8.0608,3.6096,7.1367,-0.8952899999999999,4.6442,1.2131,6.7201,-5.9126,-5.0656,-2.7494,-8.0531,6.6836,-0.063539,2.314,-2.0791,5.36,-3.5528,-3.6538,11.325,7.1581,7.5314,4.7617,-7.9843,-2.2922,-1.2034,3.7567,-0.73742,-7.1862,1.6168,-1.2151,-3.0051,-2.6226,1.6997,2.1895
-2.2864,-1.5590000000000002,-7.4042,-5.7170000000000005,-2.829,0.29219,-4.1425,3.8887,0.67578,3.0229,1.9702,0.94579,-2.5546,-11.229,-0.87939,0.8736299999999999,3.0929,-2.9989,2.4591,6.8394,-12.217,-0.7317,-7.6295,0.25137,-4.1837,0.066979,3.5092,-3.7906,11.822,-2.1548,5.2223,-5.0916,0.91538,-1.101,-2.6748,11.911,0.38612,2.2994,2.4724,5.759,-1.2867,-4.8303,4.657,0.81952,4.6138,4.7718,-4.0093,-1.3503,1.4972,14.293,4.2121,-7.7512,0.46087,-4.7978,-5.0763,-4.9472,3.1542,4.7135
2.5696,-19.399,-5.5865,-13.795,2.3281,5.4423,11.486,-5.0224,-0.95783,5.5172,-4.1235,-13.172,-3.3251,11.335,2.7279,-1.3675,8.7448,-5.0224,-0.86805,-3.6678,-17.455,1.289,-9.0463,-1.0995,8.4655,9.2256,8.1061,-7.7128,-1.6218,5.356,9.9041,-4.4148,1.4316,-0.83045,1.5293,-1.9162,-7.935,-2.8659,-6.5578,12.044,-2.0168,-8.2096,-8.5991,6.0694,5.2964,11.657,2.0276,-3.8757,5.0244,15.071,3.0003,-1.9438,-4.6509,-1.4692,-3.1668,6.7209,-6.8626,1.2041
2.0483,-25.262,-10.149,-12.683,13.361,7.6105,2.3078,-19.505,16.785,0.48343,4.4754,-0.25092,-9.1974,11.12,5.5979,-2.5095,7.7244,-3.8607,5.3038,-9.838,-13.487,5.6534,-4.5859,-3.0165,-4.3592,15.514,0.53367,1.0374,12.868,-1.9233,8.2774,-4.3342,-9.7457,-0.082645,-6.682,3.8017,-2.3803,-1.038,3.8193,16.528,1.4692,-2.4662,4.0429,-0.019867,6.1398,-1.2325,2.7846,-1.9154,6.8053,7.1254,0.82783,-1.7146,-4.7616,-6.7526,0.058547,-8.6496,5.597,1.7943
2.3733,-18.967,-10.553,-8.5283,18.715,7.2719,-2.9360000000000004,-15.871,7.2654,-3.4081,0.77966,5.2823,-5.7484,16.379,2.7749,1.4418,15.37,-1.197,4.4875,-4.623,-22.801,-7.0669,-1.0982,1.6809,-2.094,-2.9195,2.5806,2.2511,-11.76,5.648,4.895,-1.969,-8.9404,0.33591,-10.29,-10.96,-1.3197,5.5405,-2.6969,10.707,-16.419,-6.4913,7.6553,7.5893,10.568,7.4521,-7.8977,-4.5374,6.7864,10.015,-2.393,-0.85672,-1.6515,3.034,0.77551,-8.8745,6.7817,4.2867
2.6063,-9.8661,-12.934,-13.989,5.0261,3.2960000000000003,-2.0009,-6.3463,-4.2647,0.68919,-1.5077,-0.80853,-15.933,20.56900000000001,6.2532,-4.7179,11.724,-5.5979,8.308,-9.2606,-12.107,2.7672,-2.0879,2.9743,-0.5776899999999999,-3.8878,6.448,-8.3623,-2.449,-2.6824,7.3748,-5.2006,-14.557,1.5836,-1.8651,-4.1542,1.9819,0.8423799999999999,-2.1945,13.769,-7.1812,-7.5394,6.5978,12.401,6.6946,8.2494,0.46928,0.43868,11.257,5.9117,-1.2235,1.3043,-1.8727,-1.7728,1.9666,-1.6805,2.0971,3.0010000000000003
0.060176,-2.4476,-11.609000000000002,-3.1054,8.6745,2.4331,-9.5275,-6.2512,2.4362,9.2061,-0.87067,-8.2011,0.91634,15.402,4.908,-0.69804,15.765999999999998,-2.3715,6.7243,-7.6269,-15.059,-0.41429,-3.2233,-3.4713,-6.2952,4.8492,4.9174,-4.4356,11.188,2.0841,8.6246,-2.6126,-8.5344,1.341,-2.8492,-8.5691,-4.2742,-0.5066,-3.7893,6.8610000000000015,-5.2178,-7.2521,6.6956,14.593,6.9701,3.0122,-4.5048,-2.0472,7.3111,4.7412,-1.529,2.1965,-3.2499,4.5796,0.95163,-4.4451,4.5792,2.864
1.1871,-7.8693,1.5968,-5.2583,5.8386,1.8924,7.8266,3.1006,5.7129,2.9305,-2.4253,3.6663,-4.1126,30.651,6.7517,4.2083,9.5436,0.23235,5.3882,-10.229,-10.429,4.0792,-3.2877,-0.99591,2.6012,0.32823,3.3051,-1.1751,5.2261,3.4667,3.7147,-1.1727,-6.9583,2.9566,5.4965,-0.2606,-3.9101,2.1738,0.80276,0.8867200000000001,-0.94829,-6.1016,-7.5949,8.7932,-2.209,1.0448,1.7496,-4.574,6.5231,-5.9643,-5.4869,0.26991,-4.0524,-1.7617,2.2526,-8.5089,5.4989,1.9418
2.1628,-6.2182,-0.59845,1.0279,6.3981,6.409,-1.7648,-7.5821,2.2145,1.633,-1.1046,0.22519,1.5653,1.2568,3.1167,-5.4402,-15.827,-8.3802,-3.1753,1.7574,-6.5168,3.0421,-0.47113,-0.33964,-1.7812,1.2453,8.7745,0.23138,8.797,7.9866,10.46,-6.943,-6.1117,-4.6104,-4.4534,-8.9523,-1.6569,-3.2454,-0.52057,9.2702,-5.8233,-2.2015,0.13285,1.496,4.5396,-6.4634,-2.5475,-3.4752,-7.5631,-10.466,-4.7006,1.3587,1.606,2.4776,2.696,0.2296,-3.4313,-1.262
1.4066,6.7094,9.0752,1.8103,-6.2544,4.5904,7.1108,-2.1652,-7.3439,8.1805,-2.5904,-0.6702,16.944000000000006,1.3763,4.8391,-2.7108,-15.502,-6.5145,0.43815,-1.4195,-1.103,-0.12272,-9.1887,0.73685,1.9142,1.4963,7.947999999999999,4.5082,7.0006,9.0293,11.521,-5.7694,-10.351,-5.0491,-4.8194,2.0848,-1.1364,-3.0381,-1.4269999999999998,7.6362,-4.0692,-6.2062,2.3261,4.6807,0.80638,7.0755,2.7732,-2.636,-7.1021,-17.256,-6.3004,-2.4733,2.1417,1.3913,2.7925,0.44699,-2.2516,-2.1684
-0.38262,-3.3539,1.3552,4.2007,5.988,7.2665,6.3961,1.2308,-0.90694,7.1926,-3.6731,-2.358,1.7184,3.1453,3.842,-3.5088,-18.213,-7.6733,-1.4269999999999998,-3.8461,-5.0473,1.3665,3.2165,-1.5198,2.0641,1.5954,1.9071,1.0518,1.6695,5.0774,9.9537,-5.4149,-9.6218,-5.1469,-5.7164,3.1732,-2.7004,4.098,1.9294,4.5544,-2.7202,-2.9622,1.2046,6.6247,4.6616,1.9126,1.3833,-2.341,-9.1105,-26.68,-6.2001,-4.9191,-1.5192,3.8068,-1.2108,-0.15377,-3.213,-0.0711379999999999
-2.4778,-0.76041,-0.39173,0.28626,0.085303,0.038616,-0.8761899999999999,0.68792,-0.032432,0.50675,-2.3735,1.3030000000000002,0.028571,0.53096,-0.7574,-1.2661,0.19067,-0.62907,0.62253,-0.65758,1.2961,0.44715,-0.66504,-0.24502,-0.046517,1.8591,0.14275,-1.8316,0.95849,-0.23523,-2.9966,-1.0236,0.36826,0.30464,-0.27856,0.29228,0.66543,-0.18933,0.27132,1.0572,-0.22158,0.8133600000000001,1.256,1.924,-0.11678,-0.11274,-1.4029,-0.065203,-0.5863,0.35106,1.1009,-0.34637,2.6007,-0.1280099999999999,-0.31361,-0.8370000000000001,0.59131,0.63579
-2.6738,0.7791100000000001,-2.3837,0.36855,3.1721,-0.24457,0.10844,0.93116,1.7007,0.40244,-1.1545,0.010433,0.4306100000000001,0.33896,-0.33598,-3.3259,-2.238,-3.07,0.8672200000000001,-2.3184,1.7699,1.7229,0.97489,-0.6579699999999999,2.2173,0.26514,-0.99283,-0.7652899999999999,-0.67527,-0.34085,-1.2541,-2.3283,-2.353,1.5436,0.55394,-3.4999,-0.46235,-0.3009,-0.5553100000000001,1.0718,-1.1128,0.6744899999999999,1.0487,1.469,0.72424,-1.413,-3.0734,0.3492,-0.62345,0.59454,1.0472,-0.6963,0.91895,0.26794,-0.74626,0.22169,-0.1383599999999999,0.4754600000000001
-4.9731,0.19697,-3.7525,0.38287,1.7319,1.4133,0.059858,-1.1774,-0.14392,-0.25866,-0.8217,1.7105,-0.47143,-3.3932,-2.3239,-6.6809,-9.257,-5.3534,-1.7565,-0.7477600000000001,2.4376,1.5526,0.83131,0.044048,-1.6901,0.34576,1.5638,-0.8977299999999999,0.39752,0.42534,-5.5329,-5.119,0.5310600000000001,-2.4561,-1.6156,-3.1551,-0.31367,-0.63561,-1.2856,-0.5282600000000001,-1.9748,1.3192,0.4764,1.0085,0.87192,-0.10121,-1.358,-0.63754,-1.16,0.8728899999999999,1.958,-2.8009,2.6084,-1.097,-1.1973,1.6666,-1.4593,-0.22667
-6.8483,-0.20281,-3.1095,0.37571,1.9144,-0.6049800000000001,1.2917,-1.1117,-0.61621,0.48983,-1.7581,0.19824,1.0459,-9.1022,-2.2499,-8.8265,-21.96,-10.805,-2.3388,2.8107,-0.97111,7.3386,0.041565,2.709,2.5119,2.1871,5.2584,-0.30652,3.0986,3.1387,6.8749,-6.0385,6.4387,-8.2887,0.1162,3.7547,-5.6733,-0.78775,-0.0050714,2.2858,2.4277,2.6583,-6.7136,4.0394,6.1401,-1.0492,-3.3837,-0.50569,-3.229,-7.8428,-1.1941,-1.5554,0.51195,-0.34869,-1.9898,3.7146,-3.8213,-2.8804
-5.7892,-2.1468,-3.2932,-1.7462,1.2676,-1.0066,2.5071,-3.7097,0.6030399999999999,0.4842,-1.1978,-0.0325279999999999,-0.56735,-5.617999999999999,-0.6328600000000001,-9.9676,-12.005,-7.029,-0.24743,5.7754,-4.3974,8.7264,2.9436,4.9857,-0.58921,2.9165,4.6605,0.073047,2.8934,-0.39845,2.2729,-3.2731,2.7949,-3.0974,0.62459,3.1102,-7.3559,-1.8832,-1.922,6.5881,6.6597,8.9668,-5.4898,0.28969,4.6267,-2.3354,-4.3212,-0.22749,-3.2578,-0.69917,-1.4348,0.75868,-0.12031,0.95638,-3.0415,3.3395,-3.1921,-0.6523800000000001
-4.0684,-0.29516,-0.77355,0.58325,1.3034,1.0478,1.3125,-3.1233,-1.4747,0.75343,0.22401,0.37622,0.47143,-1.5322,1.7653,-7.6244,-9.4596,-4.2953,3.0839,2.8633,-4.6363,8.0411,3.7409,5.0243,-0.74427,2.4634,4.4084,-0.098989,2.4947,1.8242,2.9474,-1.3287,3.4926,-2.2558,0.7397699999999999,0.98176,-6.5219,-1.4944,-0.61363,5.0694,3.6257,5.4257,-6.6755,5.2716,4.0579,-1.887,-5.261,-0.96066,-3.564,-1.8659,-2.4213,1.9631,-0.5989800000000001,2.4907,-2.3435,3.7905,-4.0502,-2.2059
-1.9087,-0.76976,-2.4863,-0.017891,1.8906,0.83668,0.0043376,2.9785,-0.17027,-0.36156,0.70157,-0.49405,0.61837,-0.79289,0.90729,-1.4478,0.7650600000000001,-0.16427,1.6905,1.3603,-1.4018,1.9405,0.62726,2.6677,3.5198,1.7448,0.73546,1.0302,0.79698,-1.4277,-0.7833899999999999,-0.73377,0.77915,1.4132,1.7526,-1.2665,-2.7796,-1.8088,-1.0371,1.1028,-1.0592,2.8269,-1.1347,1.5695,1.0185,0.6098,-0.5351,1.9938,0.65866,-0.060211,-1.0659,-0.49446,-1.3567,0.0643789999999999,-2.0027,1.6078,-1.4857,-0.24326
-1.6725,-1.0036,-2.4431,0.6905899999999999,0.9423,1.8922,-0.56822,1.2371,2.3402,-0.93527,1.4076,-0.32344,0.13469,-1.6569,0.046342,-1.6731,-0.45999,-0.12369,0.84995,2.7581,-2.6882,3.2184,-0.045344,2.296,-4.8021,1.4112,0.57072,-0.31745,1.8292,-0.1757,-0.45317,-0.33329,-0.30623,1.244,0.51295,1.1916,-2.4895,-0.0811419999999999,-1.5797,2.3705,0.5917,3.422,-2.5385,-0.11782,2.6775,-0.8737,-0.4002,-0.17677,0.95553,0.10956,-0.71108,-0.92958,-1.5538,-1.3568,-2.0231,0.6827300000000001,-0.8383799999999999,-0.1658599999999999
-0.27651,0.40271,-0.45656,0.53315,0.061498,0.70796,0.9239,1.8608,0.70034,0.50111,-1.4302,0.4719600000000001,-0.8367399999999999,0.042667,1.3193,-0.6018100000000001,-0.54579,-0.093733,0.60814,0.27806,0.27215,-0.62816,0.956,0.035789,1.9537,-0.8781200000000001,0.43764,1.093,0.1892,-0.22275,-0.41102,-0.57253,-0.8024100000000001,-0.1946,1.7358,-0.20235,-0.14686,0.20962,-0.53503,-0.41589,-1.069,1.1109,-0.60259,-1.0701,-0.72633,0.95441,0.24956,-1.4823,0.7852899999999999,-0.058237,-1.1907,1.0548,0.23038,0.35836,0.081633,0.088028,-0.16471,-1.2495
1.2832,-0.96615,-0.62766,-0.98401,2.5135,0.35269,0.64803,2.5413,0.9902,0.0091624,2.4651,-0.14177,0.86939,-2.1703,0.45256,-1.1237,-3.4606,-0.33338,-0.95474,2.4387,0.59911,-0.35017,0.41187,0.18445,1.4885,0.046912,-0.76712,2.0624,-1.6903,-0.64617,-0.052695,0.55883,-1.004,-0.20479,0.5978399999999999,-0.33725,-0.60378,0.020285,-0.40317,-0.070294,-0.27515,1.0217,-1.8156,0.8874299999999999,0.45612,0.51756,-3.5074,-0.29414,-0.68806,-0.098377,-0.5209600000000001,0.44019,-0.94966,0.013397,-0.079592,0.44662,-0.8252,-0.5031
1.7906,-0.8551,1.6002,-0.10377,-0.18846,0.87272,-1.1416,1.2803,-1.1017,-2.2814,-0.26044,-0.30993,1.0265,-0.34845,0.55176,-0.059599,-1.9281,0.5537,-1.2184,-1.3001,-0.26627,-3.9791,-1.0202,-2.9072,1.1939,-2.1524,-1.8581,0.40347,-0.43263,0.53383,1.1979,1.2096,-0.4768,-1.9328,0.8435600000000001,0.54709,0.0090657,-0.70323,-0.44628,-0.88984,-0.11931,0.18846,0.30912,-1.1285,-0.46764,0.95313,-2.925,-2.5965,-0.1754099999999999,-0.7024600000000001,-0.50717,1.027,-0.39164,0.033864,1.7435,-0.953,0.41013,-1.1168
1.6845,0.47635,0.13598,-0.35066,-0.52967,-0.44537,0.32358,-0.93414,-0.23108,-0.068365,-0.064495,-0.7776,1.1531,-2.4356,-0.14844,-1.253,-1.8257,-0.51312,-1.4746,1.3302,0.47577,-0.34156,-0.39298,-1.2444,-5.461,-0.32143,-0.034882,-0.8335600000000001,-0.083872,0.72682,1.0082,0.53142,0.52331,-1.3298,-0.16642,-0.56208,0.90113,0.34823,0.41078,-0.39849,-2.2183,0.69433,1.2453,-1.6969999999999998,1.5883,2.0228,-0.73969,-1.094,0.066868,0.43924,-0.24722,0.29921,0.13055,-1.2068,0.34694,-0.017959,-0.27342,0.20456
