Cells_AreaShape_FormFactor,Cells_AreaShape_Zernike_1_1,Cells_AreaShape_Zernike_2_2,Cells_AreaShape_Zernike_5_1,Cells_AreaShape_Zernike_6_0,Cells_AreaShape_Zernike_6_2,Cells_AreaShape_Zernike_7_1,Cells_AreaShape_Zernike_7_3,Cells_AreaShape_Zernike_8_0,Cells_AreaShape_Zernike_8_2,Cells_AreaShape_Zernike_8_4,Cells_AreaShape_Zernike_9_1,Cells_AreaShape_Zernike_9_3,Cells_Granularity_2_ER,Cells_Granularity_2_RNA,Cells_RadialDistribution_RadialCV_AGP_4of4,Cells_RadialDistribution_RadialCV_ER_3of4,Cells_RadialDistribution_RadialCV_ER_4of4,Cells_RadialDistribution_RadialCV_RNA_1of4,Cells_Texture_InfoMeas2_ER_5_0,Cytoplasm_AreaShape_Zernike_1_1,Cytoplasm_AreaShape_Zernike_6_0,Cytoplasm_AreaShape_Zernike_6_2,Cytoplasm_AreaShape_Zernike_7_1,Cytoplasm_AreaShape_Zernike_7_3,Cytoplasm_AreaShape_Zernike_8_0,Cytoplasm_AreaShape_Zernike_8_2,Cytoplasm_AreaShape_Zernike_8_4,Cytoplasm_AreaShape_Zernike_9_1,Cytoplasm_AreaShape_Zernike_9_3,Cytoplasm_Correlation_Overlap_ER_AGP,Cytoplasm_Intensity_MassDisplacement_DNA,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,Nuclei_AreaShape_Orientation,Nuclei_AreaShape_Zernike_2_0,Nuclei_AreaShape_Zernike_3_1,Nuclei_AreaShape_Zernike_4_2,Nuclei_AreaShape_Zernike_4_4,Nuclei_AreaShape_Zernike_6_0,Nuclei_AreaShape_Zernike_6_2,Nuclei_AreaShape_Zernike_6_4,Nuclei_AreaShape_Zernike_7_1,Nuclei_AreaShape_Zernike_8_0,Nuclei_AreaShape_Zernike_8_2,Nuclei_AreaShape_Zernike_9_1,Nuclei_AreaShape_Zernike_9_3,Nuclei_Granularity_7_DNA,Nuclei_Intensity_StdIntensityEdge_RNA,Nuclei_Texture_Correlation_AGP_10_0,Nuclei_Texture_Correlation_RNA_20_0,Nuclei_Texture_DifferenceVariance_DNA_5_0,Nuclei_Texture_DifferenceVariance_ER_20_0,Nuclei_Texture_DifferenceVariance_Mito_10_0,Nuclei_Texture_Gabor_DNA_20,Nuclei_Texture_InfoMeas1_DNA_20_0,Nuclei_Texture_InfoMeas2_DNA_20_0,Nuclei_Texture_SumEntropy_DNA_10_0
-1.9845,-8.2885,5.4826,-0.09359,-2.1284,2.3309,7.6643,-4.9599,3.6094,16.415,9.4678,-17.660999999999994,-4.6768,-2.5485,6.3228,3.1621,-3.1486,-4.8633,0.1352,-1.3504,2.9883,-5.7766,-3.1847,-4.8357,-2.9497,3.9873,-0.61442,4.1199,-10.336,5.1943,4.6715,0.11483,-10.053,-11.036,-2.0412,4.8743,-1.4993,1.8119,4.0694,28.114,-0.078057,-13.737,-0.15094,4.9899,-0.40678,-2.6893,-3.8033,0.30792,-1.0695,1.8721,-10.816,-2.338,5.5802,0.84373,-1.0155,-5.5469,-0.010067,-1.2964
-0.56139,3.2153,-0.67592,6.7481,-3.9215,7.3855,12.245,8.6645,-4.5404,7.9523,-4.968999999999999,4.5063,-6.3882,-1.0807,7.8391,4.4575,-0.96768,-4.8792,-5.0471,-0.40748,-12.034,-14.834,-4.873,-2.2061,0.072615,-2.3134,-3.9631,0.6080399999999999,-3.7269,7.1928,5.1011,1.7601,0.38339,-13.195,-0.3983,1.6637,0.43378,0.057245,5.0106,0.94979,-1.7753,-5.0803,10.057,-2.0611,2.1435,-1.7181,1.7935,-2.3275,-3.3145,-6.0632,-5.0495,-0.74307,-1.4759,-0.99058,-0.8659899999999999,-5.3123,1.3904,-0.75753
-2.8646,-2.3025,-0.14851,-1.733,0.57676,0.22077,-0.77045,-2.1577,-0.71209,1.3481,-2.2396,-1.8456,0.37185,-2.066,1.0626,-4.2419,0.68605,-3.2959,2.9063,2.5380000000000003,-2.6414,3.6179,-0.45893,2.7301,-3.1781,4.5061,3.4822,-0.90442,6.3025,1.8706,-0.034974,1.423,8.1081,-2.3206,0.25597,0.1259,-4.7131,-2.3719,-0.70503,10.841,5.0697,0.55486,-8.605,6.1551,3.8062,-2.9576,-12.375,1.2522,-3.0726,-2.7436,-5.3505,0.8556299999999999,0.78227,4.5063,-1.3072,5.7688,-6.3254,0.025421
-4.3695,2.3566,-0.39603,-0.63254,-0.46816,0.18826,-0.0022316,-1.5502,1.3898,2.0711,2.543,3.6334,-0.93938,-2.4486,0.8052699999999999,-2.9083,0.67738,-1.8763,1.7182,3.5477,-1.3415,1.6642,2.367,1.4646,-0.75744,2.5739,2.7555,1.0097,5.4918,0.40743,0.46465,1.1394,4.1321,-0.8477,-0.7439899999999999,-2.5721,-5.7982,0.24142,-3.2575,8.732999999999999,-0.99873,0.98756,-6.4449,4.9689,6.2174,-1.0679,-5.636,1.1075,-3.884,-0.24272,-3.207,0.23593,0.027814,3.5538,-1.9853,5.4281,-5.6588,0.74397
-2.1613,1.6959,-2.5675,-1.1747,1.5686,-1.139,2.0832,-1.1025,0.047242,-0.032861,-1.8864,2.22,0.73175,-5.5094,-2.7397,-3.6081,-1.479,-3.967,0.24168,3.976,0.30226,1.9004,-3.5074,1.5891,-1.9055,3.7291,2.0972,-2.5345,9.5025,0.56921,0.1149099999999999,-1.2671,11.374,-7.5599,1.1958,0.5485899999999999,-7.3595,0.93085,-1.1595,7.7694,5.7142,5.004,-9.0665,4.2405,6.002999999999999,-5.9,-10.63,1.9521,-4.8066,-13.185,-4.8099,0.95204,0.21034,0.044966,0.50765,6.5053,-7.3075,-4.5808
-1.6407,-0.43502,0.4643,1.2842,1.2666,1.7888,3.9533,-1.5311,2.1889,-0.30924,1.3711,-0.070647,1.0808,1.1791,-0.68429,-1.7326,-0.85196,-2.5024,0.414,-1.0354,0.47303,-0.7201,1.0562,-1.558,3.4246,-0.30119,0.59663,3.2548,-0.7155100000000001,1.6485,-0.40418,-3.7031,-1.0321,-2.018,-0.55802,-0.92149,-0.18069,-1.0316,-0.8306899999999999,1.5226,-2.4845,-1.3292,1.422,1.5536,2.5304,0.17486,-2.1434,-0.073546,-2.5272,0.36889,0.93657,-1.0475,2.3963,0.24554,-1.4304,0.37436,-0.15083,1.1577
-2.0293,-0.37127,1.284,5.0187,2.8847,4.2841,-0.38577,-2.4967,1.5744,0.2508,-2.5610000000000004,1.4435,-1.2011,0.8938799999999999,-0.19296,-2.4256,-1.6417,-2.465,1.0623,-0.1818,-0.0031577,0.3622,3.5195,-1.6363,1.0692,0.85482,-1.1433,-2.0967,3.0559,1.1946,-1.5009,-3.1099,-1.2763,0.017355,-2.0638,-0.49399,-1.0359,-0.14187,-1.3437,2.2426,1.8077,-2.0935,-0.8414200000000001,2.2575,3.2526,0.6515,-1.9035,1.6645,-2.257,0.84359,1.6015,-1.8168,-0.62069,-1.2506,-2.2927,3.917,-2.8149,1.8248
-1.5546,-0.7167,-1.3449,0.97935,0.66776,1.1513,-0.19656,1.6088,1.476,-1.4839,0.3605,-0.075421,-0.16929,0.75188,-0.2721,-1.3156,-0.95353,-1.9776,0.40961,-0.27928,0.39977,0.23288,1.3477,-1.5252,2.7318,0.56938,-0.26649,1.4256,0.21375,-0.22064,-0.27031,-3.3073,-1.9159,0.57785,-0.26601,0.19,-0.37596,0.38955,-1.2088,-0.52366,-0.44512,-0.58828,-2.3079,2.4007,2.3693,0.18263,-1.4319,-0.36579,-1.7978,0.74959,0.6836899999999999,-0.93713,1.789,-0.5073,-0.65837,-0.0633529999999999,0.58467,1.3048
-1.4181,0.89846,1.0919,0.5068199999999999,-1.7644,2.2483,5.3111,-1.4675,0.7267100000000001,1.0066,0.82867,0.092605,0.20137,0.95469,2.2483,1.0933,0.25051,1.4006,0.447,2.6374,-0.6486,1.2046,-0.71773,-0.014526,-3.4703,3.3473,-0.31324,3.7195,0.45556,-0.31543,0.81093,0.60605,0.4622600000000001,-0.16527,0.96798,-0.96899,-1.2895,-0.37271,-2.8772,2.1828,-1.9576,-2.6295,-1.8365,1.0835,2.8106,1.0057,-0.92101,2.0825,-1.0704,0.0047233,-1.7848,-2.3371,-6.0166,0.99757,-1.7654,2.8560000000000003,-3.1335,0.48563
-0.24846,-0.54269,-0.18794,-1.3604,-1.3238,-1.7937,2.3553,0.7632800000000001,-0.62337,0.43781,1.6322,-1.3853,0.40452,0.5916100000000001,2.5380000000000003,0.22885,1.6531,1.0624,0.96393,0.79042,-2.5432,1.4874,-0.81161,0.8342700000000001,-0.36579,2.3513,2.2797,0.45751,3.6985,-1.2382,-1.2074,0.44427,-1.253,3.6115,-0.18763,-0.86449,-1.7205,-1.2528,-0.81471,0.93063,2.3073,1.6735,-3.4135,1.5784,2.6502,-1.0109,-2.0265,0.48385,1.1693,-2.1453,-2.8458,0.50815,-3.5569,0.4426600000000001,0.53103,0.99766,-1.0897,-1.4569
0.20604,0.6943,0.4643,-1.2918,-2.2522,-3.1229,2.32,1.0821,0.33257,1.2852,-1.3584,1.7996,1.2029,0.88218,0.8417899999999999,1.3833,1.0756,1.1999,0.3818,-0.86946,0.37451,-0.66483,-1.2069,0.65112,-0.6703,1.1973,0.54628,-2.1121,1.764,0.62416,-0.34754,1.8074,0.66577,0.48595,0.36785,0.361,0.8675200000000001,0.4184,0.6070399999999999,-1.0618,0.30432,0.92299,-0.33579,0.48843,0.46662,0.44815,-0.7682,0.68707,0.92327,-1.8241,-1.5716,0.8138,0.3286,1.6491,1.5445,-0.46139,0.2864,-1.9965
0.2622,0.62884,-0.57086,0.030485,2.6088,-2.4558,0.9289,4.4389,-0.35896,0.64527,-1.8318,0.0057281999999999,0.40541,-0.087757,-0.17865,0.73193,1.3107,1.2315,0.73335,0.29245,-0.28862,0.67181,-0.81408,0.2583,2.0467,1.4441,0.38804,-1.5103,0.42102,0.35318,-1.0581,1.0964,1.631,-0.54709,-0.12234,0.41799,0.58695,0.8560399999999999,0.39759,1.4201,-0.12263,-2.6919,1.6369999999999998,1.1158,1.7238,0.74087,0.2692,0.8361,0.19489,-0.022672,0.030235,-1.7844,-0.6360600000000001,0.8882399999999999,-1.4478,-1.5723,1.5981,1.3146
-0.13938,0.064606,0.62355,-0.69735,-0.33136,-0.38542,-2.4926,0.26485,-2.0653,0.29561,0.7431399999999999,0.99097,0.41432,0.8713700000000001,1.2591,0.12786,0.52441,0.16072,1.547,-1.4623,-0.92269,0.066,-0.13218,0.68396,3.889,0.6312300000000001,-0.037761,2.2704,-0.53761,-0.63003,-0.8572700000000001,0.29162,-0.14827,0.5033,-0.12657,0.55099,0.24802,-1.1903,0.55912,0.70295,0.34519,-0.8164899999999999,-0.53856,-0.18633,0.06773,-0.18004,0.15818,1.0993,0.25493,-1.1308,-1.2984,0.60331,0.19793,1.7408,-0.25204,0.4537100000000001,-0.37453,-0.11282
0.29977,-0.35146,-1.3367,0.6554399999999999,1.5794,-2.0704,0.15147,-0.53425,0.80367,1.5102,-0.04239,1.5161,0.7831899999999999,0.66004,0.52367,0.89685,0.7732100000000001,1.4239,1.2236,0.32671,-1.5062,1.0324,-2.0815,1.2233,-2.7448,2.1223,1.9273,-0.57648,2.3564,-0.8489899999999999,-1.0323,2.4619,1.5147,0.5522100000000001,1.4980000000000002,-1.064,-0.71938,0.37512,-0.21832,0.13376,-2.0939,1.2678,-0.89695,-0.053313,-0.4816,-0.30244,-1.5907,0.58449,0.8499399999999999,-1.1577,-1.5155,0.21011,1.8505,1.8698,0.6684100000000001,2.2724,-1.493,-0.60336
3.9766,-13.47,3.1974,-12.24,5.3202,10.001,11.807,-1.7793,-3.5055,16.785999999999998,-15.036,1.8187,-10.954,-1.1414,1.464,-0.15565,-5.6031,-1.5588,-3.7661,0.89054,-31.886,-0.22912,5.1328,1.7412,9.0124,-3.0613,-0.3546,-13.085,13.486,-4.1342,4.4151,-16.602,-21.412,-5.5707,10.511,-6.3364,-2.5734,7.8414,-5.9036,26.351,-15.943,-3.5986,3.509,2.2445,5.5192,-4.01,-19.515,-5.1652,-4.4303,-3.3077,-10.715,10.765999999999998,3.0765,-0.98773,12.072,-11.435,8.465,-0.3679
-6.7756,-1.8994,3.1072,2.8885,-1.3608,10.545,0.8622299999999999,-0.30925,4.3476,-1.328,-1.3396,-2.4087,0.1782,-4.9802,-1.2342,-5.3203,0.57691,-5.3771,3.7156,6.2522,-1.8713,3.4417,1.5825,1.5833,-1.7939,5.7765,-2.8080000000000003,-3.7649,6.6978,-5.354,0.57409,-0.63757,-3.2649,5.3888,-0.22959,-0.51299,-6.9103,-2.6859,-7.7123,8.4212,4.3013,-0.92806,-9.8368,8.1278,14.496,-2.0821,-7.4093,0.98319,-1.8771,2.6914,-2.6873,-2.8042,8.2265,0.19047,-5.8773,6.606,-8.1905,0.98598
-6.6265,-0.9958,1.1212,0.13337,-1.9495,6.4929,2.519,-2.1879,2.6111,-1.329,4.5395,-1.2306,-4.414,-4.9727,-2.0,-5.4655,-0.072471,-5.5787,3.2066,5.056,-0.7509100000000001,4.4161,2.4595,1.3231,-6.1043,7.4861,0.6937300000000001,3.2873,6.2781,-4.8213,0.37844,-2.6013,-2.0962,5.6022,-0.53274,-1.425,-8.77,-2.383,-5.4048,6.1928,4.9508,4.0571,-12.267,6.4460000000000015,12.34,-1.044,-8.4717,0.2458,-1.7993,2.8189,-1.0733,-5.769,1.0242,-0.26575,-5.4313,0.81976,-1.9167,1.2018
-0.1107,3.0408,-3.0861,0.56017,2.2825,-0.32119,1.075,5.2955,2.3637,14.216,1.1963,2.1595,0.95516,-3.7058,-2.1830000000000003,0.61427,2.1302,2.1784,-4.0227,5.8307,-6.3035,-2.889,-4.9475,-4.3457,-4.7957,-3.3839,0.81601,2.0581,3.8116,5.3959,0.77489,-2.8253,-10.905,-1.6326,-1.0468,7.1344,-1.7474,-1.0869,3.0015,1.6763,-0.4769100000000001,-6.3291,2.2111,11.044,2.3275,0.34971,4.6361,-2.0806,0.64767,6.9575,2.8472,-4.6761,-2.1772,-1.6666,-5.1349,-11.81,7.5228,2.5704
-2.1501,-1.8434,-3.3684,-1.5929,-1.9293,-1.9321,9.0061,0.64422,1.6431,6.0324,-5.0692,1.6182,0.35818,-5.0075,-2.8496,5.2783,1.6417,4.4536,-1.6618,8.4206,-11.677,-1.9795,-4.1198,-2.6304,0.21049,1.2083,0.22981,-0.82985,4.6865,4.0058,-1.331,-0.67076,-6.2303,0.54669,-2.2649,9.3099,3.3702,3.6646,2.1885,4.1238,-0.26344,-6.8306,2.0380000000000003,4.7228,1.3574,-0.11204,4.4164,-1.0142,0.34697,6.1847,2.9256,-5.0579,-5.4747,-0.20217,-5.4984,-13.497,9.553,1.7807
-3.6328,-2.2449,-2.2184,-2.0425,-0.63076,-0.8597899999999999,1.5975,1.067,1.0258,2.2874,0.3605,-0.98524,1.6902,-2.0241,-1.4065,0.63558,3.8444,2.8613,-0.30212,7.2877,-5.412999999999999,2.4458,-3.0747,1.4102,-3.7063,4.5991,0.035604,-0.35907,6.1417,0.31795,-0.63073,5.1607,0.11338,1.9872,0.081653,1.14,-2.432,-0.08897,-1.6791,4.3202,-2.2211,-3.3354,-2.6024,4.6221,6.8513,0.74022,-0.81118,0.72965,-2.6945,2.3787,-0.60936,1.1316,2.3117,4.5053,-3.8794,3.1248,-2.6827,4.1843
-1.1361,0.34974,0.23244,2.6865,-0.26408,0.8647299999999999,4.2945,1.6229,3.2356,3.8916,-0.62685,3.0359,-1.5512,-1.8059,0.7057399999999999,1.3758,2.6403,0.8552200000000001,0.69726,2.9298,1.6149,0.8403,1.9951,0.075154,3.5464,0.70467,1.3483,-1.6695,1.681,0.024329,-0.6925100000000001,-0.82673,-5.7942,8.458,-2.4636,-2.774,-2.8629,0.37031,-2.7885,3.788,-2.2438,-1.7765,-2.1433,4.0238,2.2432,-0.5129100000000001,0.099681,0.5090100000000001,4.1675,2.0797,0.51208,-1.0502,-2.1926,1.7031,-1.7173,2.6257,-2.9945,2.0357
-0.32725,1.0242,-0.54393,0.14481,0.67113,0.21248,-2.2985,1.9216,1.6332,1.3173,0.90595,0.49453,1.4363,0.20016,2.0947,1.7446,2.0229,1.815,0.8375799999999999,1.544,0.23557,0.0021464,1.0834,1.4797,0.58123,2.2561,0.71891,2.2464,1.5031,1.63,0.37844,1.7767,-0.71229,2.2018,-0.8317100000000001,-1.539,-1.065,-1.5582,-0.26802,0.90501,0.53142,0.54771,-2.7393,0.29995,0.29995,-0.10038,-1.4331,0.0793519999999999,2.5656,-1.3230000000000002,-3.0045,1.4415,-1.9543,2.0659,0.45653,1.15,-1.2693,-1.3637
0.60924,0.5685399999999999,-1.1095,1.147,-0.27753,-1.1909,-0.46224,2.0648,0.81577,1.1751,-0.096409,0.91651,0.31809,-0.24005,1.5253,1.3008,1.3085,1.0224,0.46343,1.7811,-0.8494299999999999,1.1166,-0.51513,0.93911,0.31936,3.7844,1.6539,-0.58504,1.8106,0.098154,0.5020100000000001,1.5941,-0.6541399999999999,3.0782,-0.33601,-0.51299,-0.95955,-2.1257,0.94074,-1.0539,0.79485,2.0235,-0.29317,-0.17556,0.36736,-1.4118,-1.3687,-0.85739,2.3717,-0.8232799999999999,-2.9572,1.317,-1.5508,2.1723,0.94106,1.8782,-1.8116,-0.97617
0.43027,0.38161,0.99593,-0.38107,0.13288,-1.0179,2.7563,0.6482600000000001,0.81686,0.34918,0.19995,-0.26636,0.96941,-0.46272,0.28967,0.16955,0.22768,0.35758,-0.32147,-0.61653,0.7723800000000001,0.43249,-0.96479,1.2561,-1.0624,1.1287,0.042796,-1.3434,1.4729,1.2626,1.4133,0.93956,-0.28201,0.091904,0.47649,-1.805,-0.20313,0.98348,0.53427,0.40697,0.66768,4.3867,0.31771,-0.32526,0.23315,-1.0886,-1.3961,0.8864200000000001,-1.1349,-0.48414,-2.5724,1.5884,-0.75136,0.8962200000000001,1.2539,1.8014,-1.832,-2.6244
-0.10545,-0.28341,-0.21605,-0.25913,0.7552300000000001,-0.019765,-1.6691,1.1114,-0.18855,-0.75631,-0.0018757,0.084968,0.32522,-1.0355,-0.5075,0.078752,-0.73669,-0.0064545,-0.69953,0.26611,-0.36061,0.37239,0.7276100000000001,1.1185,1.3874,0.8197399999999999,0.61102,0.36592,0.35711,0.26006,1.6399,1.7285,-1.1949,-0.13608,0.59548,0.304,1.1705,-0.19958,0.99399,-0.7058,1.8577,2.2466,0.21374,-1.1104,-0.93293,-0.90342,-0.035217,0.76062,-1.2501,0.39345,-1.9691,0.90325,-1.985,-0.5485300000000001,0.52892,0.97974,-0.98123,-1.2263
-0.41936,1.3068,-0.42214,1.0632,-1.0782,-0.77085,-0.51322,0.5302100000000001,0.80587,-1.7478,1.0395,0.071602,0.703,-0.20441,-0.36694,-0.43082,-0.10443,0.029691,-1.1716,0.7509,1.7033,0.32464,0.36936,0.029683,0.46628,1.2113,0.049989,0.1630599999999999,1.1586,0.35067,1.2177,-0.25262,-0.6018100000000001,-1.2523,0.11521,-1.7765,-0.31536,1.3562,-0.34612,0.6318,-1.2354,0.3195,-1.6615,1.4244,1.4535,-0.21112,-0.5199,1.2271,-1.3898,0.50398,-2.1426,0.11724,-2.9497,-1.3091,0.6319600000000001,1.0668,-0.5745,-0.726
-1.4055,-0.25326,-0.11534,-2.4465,2.2758,-1.3095,4.1445,-2.3473,0.84105,0.85078,-0.67111,0.91651,2.305,-2.1374,-0.3189,-1.7724,1.4146,-0.8455299999999999,0.5688,3.0774,-1.7197,1.2857,-0.8536100000000001,2.8173,0.080315,5.384,3.6104,-1.2202,8.09,1.2743,-0.59468,-0.59858,4.3638,-0.43546,0.79066,3.5625,-4.1558,-0.96905,-0.43309,2.9541,7.8759,1.0346,-6.7378,4.9635,4.1915,-1.779,-2.8406,1.7883,-2.7787,-2.9185,-2.9318,1.5233,3.3071,2.5048,-1.6671,8.6078,-8.3328,-1.4078
-1.0476,-1.8538,-0.52051,-1.4671,1.3978,-1.7838,1.6318,-0.7764,0.65635,1.3943,1.1805,-0.11265,0.33947,-1.2123,1.2308,-1.6742,1.2913,-0.7087,1.2483,2.4635,-3.8303,0.91327,-0.35701,1.7399,2.1533,3.6447,1.992,1.768,6.2289,4.2491,0.13129,0.67574,3.4917,-1.8894,-0.36076,2.4225,-5.7162,-1.4187,-0.044374,2.9427,5.9682,4.549,-6.1024,4.9608,4.1347,-2.3916,-2.3834,-0.69094,-1.9991,-2.1571,-2.9254,1.7928,1.0742,2.2707,-0.31122,5.9661,-6.184,-1.6433
0.57652,1.243,0.039228,-2.3626,-0.80232,-3.3502,4.3612,1.2990000000000002,0.5727899999999999,1.3222,-0.09866,-1.328,0.87229,-1.7147,-0.27194,-0.9302,1.6326,0.9288,0.25903,3.989,0.5905,1.305,-1.9778,1.3761,-0.14578,2.2532,2.1143,-0.74939,3.1656,0.39178,1.3516,2.6718,5.643,-4.5471,-0.8663799999999999,3.6669,-3.9246,-0.92818,-0.7703399999999999,3.9587,6.1635,0.80635,-6.5505,3.1336,1.2045,-0.6087600000000001,-2.6604,-1.3103,-2.2919,-1.7212,-3.2746,1.9473,1.6776,1.1928,-1.024,7.5583,-7.6245,-0.95165
-2.544,0.8097300000000001,-2.7793,-2.5265,-1.3439,-0.52378,0.16323,0.5917600000000001,1.8937,5.4091,1.3561,-0.86877,-0.30383,3.0474,1.1927,0.24923,-2.1176,-1.6982,0.8227899999999999,-0.4294600000000001,-0.6258600000000001,-0.5795100000000001,2.0469,-0.90753,-1.3928,0.41626,1.3626,1.4196,-1.3762,1.5201,-2.371,-1.7086,-2.4625,3.161,-0.69826,-0.37999,-4.3145,0.77669,-1.4644,4.1039,6.3316,4.2244,-6.2451,0.6575300000000001,5.9337,-2.8236,-3.3635,2.1367,-0.95969,-5.454,0.5895199999999999,2.9119,2.9074,3.8615,-1.9017,6.5152,-6.0857,-1.398
-1.8423,1.287,-2.1084,1.9701,1.28,-1.1167,-3.5759,-2.2737,3.2686,3.4776,-0.52856,-0.48689,-1.079,2.0627,1.7523,1.7344,-1.4842,-0.12328,1.3583,-0.4294600000000001,1.6805,0.59508,0.33972,-1.318,0.61169,-1.4525,-0.47004,-3.0707,0.32861,0.62164,-1.8819,1.7567,-1.2414,4.0911,0.7014199999999999,2.6125,-2.744,0.5939399999999999,-0.47569,1.793,2.6889,-0.0050714,-3.5923,1.9026,0.55214,0.46369,0.3838,5.0572,-0.55711,-4.1598,-0.42699,2.7486,0.5899399999999999,4.8963,-2.3128,9.9811,-9.7733,0.30904
-2.3109,-0.44191,0.7547,-0.43442,-1.4785,-1.1414,0.98085,2.1688,1.7046,4.062,-0.69887,-0.65396,2.3104,2.4345,1.8985,-0.60964,-1.8734,-0.5350699999999999,1.6505,-0.30563,0.78501,0.8875200000000001,0.32489,0.27599,4.2392,0.059466,2.0136,0.18531,-1.9453,3.4127,-1.9282,1.8289,-0.061053,2.3536,-0.39381,4.8544,-3.2041,-0.86085,1.6649,3.3326,10.792,1.3845,-4.7805,1.3436,1.2875,-1.766,-2.5183,2.4386,-1.0936,-3.3852,-0.47838,2.3268,0.063414,5.3539,-2.401,7.3061,-6.8686,0.2747
0.96437,0.48842,-0.8156,-1.2309,0.8258700000000001,-2.9796,-0.69949,-1.5109,0.2831,2.1102,-0.47454,-0.021003,-0.44728,-1.8972,-0.33382,0.77733,1.3792,2.2746,-0.6927,3.736,0.97447,-0.29888,-0.49537,0.0524179999999999,-0.8728,0.057384,1.1756,-1.2321,0.091976,-0.94211,-1.6347,3.2833,-0.17734,4.6051,0.44401,-1.919,-1.386,-0.6805,-1.8655,0.90501,0.5223300000000001,3.3674,-3.6369,0.48089,3.2901,0.45204,-2.6926,-0.87287,-0.72937,0.36559,-0.61534,2.1369,6.2126,1.5195,0.043328,3.8876,-3.4114,-1.0007
-0.25089,0.96134,-0.34369,-1.2537,0.32799,-0.084003,0.27205,0.15387,-0.83116,-0.11639,0.12642,-0.029595,-0.11316,0.88449,0.19731,0.094503,1.4443,0.74226,0.63742,-1.0592,0.36061,-0.27849,0.58925,0.4364,0.10696,1.0716,-0.16615,-0.1973,-0.37697,-0.59395,-1.1662,1.658,-0.1250099999999999,1.3506,0.98116,0.085499,0.24353,1.135,1.081,-0.1736,0.21348,0.27385,0.0813649999999999,0.29295,0.35363,-0.28689,-0.95682,-0.38128,0.69196,-0.19224,-0.90693,1.2622,2.2887,0.96219,1.6887,-1.6389,1.2727,-1.7856
0.25533,0.76322,-0.16921,0.35058,0.035322,-8.5718e-15,-0.41813,-1.1366,0.55905,-0.091068,-0.56608,-0.98524,0.19068,-0.22835,-0.4667600000000001,-0.026868,-0.34181,0.37823,0.11155,0.74563,1.3446,-0.18995,-0.5793699999999999,0.45156,-0.2379,1.8958,0.72969,-1.1132,-3.0637,0.7307,-0.20338,1.098,-0.13664,0.77113,-0.18814,0.50349,-0.13804,0.94982,0.38162,0.13945,0.1726,1.6837,-0.42362,-1.1072,0.16324,-0.95588,-1.7925,-0.7277100000000001,0.0054136,0.008502,-0.40142,1.6786,5.9513,1.2269,0.9046,-1.054,1.0083,-0.80448
0.72843,1.4239,5.1647,2.9876,-3.3725,0.2273,2.919,3.1091,1.5227,0.68715,0.66061,2.0975,-0.37511,-3.7557,-2.7022,6.9941,-2.5273,3.0555,-1.0506,5.9756,6.6167,-3.1063,0.7053699999999999,-3.0864,1.7422,-2.073,4.4843,4.5524,10.127,1.2676,-0.77489,1.0590000000000002,-5.5268,-0.33409,0.0807789999999999,-4.1609,2.1783,2.0175,-4.4854,5.1967,-5.5367,-5.4051,5.5406,1.3608,4.0803,2.5788,0.041186,1.0393,-1.189,1.0897,4.3661,-2.599,-2.6422,-1.4078,-3.5275,5.3978,-9.7394,-5.1408
-1.1013,-1.0191,5.7888,-1.5052,-1.2666,12.754,4.7827,-1.9317,1.2632,3.0355,1.6382,-0.056327,0.51946,-2.7146,-2.0658,2.7971,-1.5595,-0.0019363,-1.6516,4.4738,-1.481,-1.5899,6.5485,-2.5104,7.7334,2.833,0.093145,5.207999999999998,10.918,2.6829,-1.089,-2.4022,-4.4511,-3.1969,-1.2637,4.6644,-0.19415,0.2621,-1.3561,6.1387,0.79485,-6.8854,-1.5479,4.1003,3.4442,1.4273,-0.81476,1.3219,-2.1901,3.6294,2.7664,-4.4432,-6.5009,-1.5091,-4.6541,-5.1432,0.36775,-2.6195
-2.0168,-0.0068913,-0.81442,-1.5586,0.95371,-0.40519,1.4769,0.020684,-1.4089,1.4771,-0.71538,0.066829,-0.08019,0.18367,-1.1898,-0.7588,-0.13524,-0.41954,1.56,0.6402399999999999,0.52987,1.8754,-0.53737,-0.6486,-1.6919,1.0252,-0.30713,-0.32227,4.8367,0.052013,-1.6965,0.6782199999999999,-0.97394,-0.026427,2.1826,1.5105,-0.28169,-1.2312,0.2343,2.5016,0.21802,-2.2821,-0.087177,0.21541,0.16199,0.76548,-0.77537,3.1063,0.09154,1.9701,2.1486,-3.0908,-1.9735,-0.04948,-2.3323,-0.71225,0.12032,1.658
0.97649,0.62453,4.8426,2.6942,4.7147,6.4188,8.3816,-7.8613,1.2649,6.4766,-2.3142,-1.0941,-0.0891,-3.9544,-3.4605,10.037,-0.032526,7.2942,-2.0511,6.7818,11.689,-3.4712,2.4447,-3.6244,-3.3310000000000004,0.7076399999999999,0.94547,3.2419,8.641,5.2743,-1.7068,2.4984,-7.4397,4.5455,1.0007,-4.5599,0.93037,0.24527,-2.6341,1.1555,-6.2226,-6.1379,4.282,4.7761,0.7874800000000001,2.4247,-6.8267,0.87093,1.6123,1.0968,5.1157,-0.405,-4.6215,-2.9621,-2.2774,8.4874,-11.454,-4.9643
