run,test/acc,test/f1,test/loss
0,0.4973956942558288,0.4944256544113159,2.343070268630981
1,0.4927921891212463,0.468117356300354,2.567657709121704
2,0.4960412085056305,0.491474986076355,2.305788278579712
3,0.4989031553268432,0.4989871978759765,2.2469327449798584
4,0.4907514452934265,0.4895146489143371,2.492798089981079
