dataset,top_n,gene_mode,modality,acc_mean,acc_std,f1_mean,f1_std,auroc_mean,auroc_std,topk_mean,topk_std
CDRP-bio,300,random,Late Fusion,0.271,0.06857848977091331,0.2348322925751497,0.06784195038311892,,,0.4896666666666667,0.09086518299921856
CDRP-bio,300,ranked,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,300,ranked,Early Fusion,0.302,0.09331398608997472,0.25568734968734963,0.07575745631666374,,,0.5363333333333333,0.1352179310923255
CDRP-bio,300,ranked,GE,0.24533333333333332,0.08197560612767678,0.20560439560439558,0.06076568612531224,,,0.44000000000000006,0.10099504938362075
CDRP-bio,300,ranked,Late Fusion,0.2773333333333333,0.07080489625254269,0.23986894586894586,0.06359449685591434,,,0.5293333333333333,0.13101420618475776
CDRP-bio,300,wilcoxon_union,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,300,wilcoxon_union,Early Fusion,0.293,0.05416538460021202,0.2507845804988662,0.06384365037072147,,,0.5366666666666667,0.0956846672960489
CDRP-bio,300,wilcoxon_union,GE,0.253,0.058599393246763984,0.2145138888888889,0.05360264651110481,,,0.44766666666666666,0.10122582015803414
CDRP-bio,300,wilcoxon_union,Late Fusion,0.30133333333333334,0.06366579406033769,0.28087830687830684,0.08027654394143192,,,0.5366666666666667,0.0956846672960489
CDRP-bio,400,random,CP,0.2366666666666667,0.05314201797141385,0.20959410430839,0.02384863028582227,,,0.44733333333333336,0.07055172780518061
CDRP-bio,400,random,Early Fusion,0.2820666666666667,0.05365847073371995,0.24930299883266915,0.06348936415596633,,,0.4974,0.09282236121075967
CDRP-bio,400,random,GE,0.19766666666666666,0.06266829194109899,0.15467994069422641,0.04604428992379329,,,0.38293333333333335,0.0819952008532387
CDRP-bio,400,random,Late Fusion,0.27093333333333336,0.07195529733671327,0.2274820818070818,0.07860052133771553,,,0.49133333333333334,0.0982909513185782
CDRP-bio,400,ranked,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,400,ranked,Early Fusion,0.2773333333333333,0.0654323229672376,0.22688625065410778,0.07700311883175516,,,0.5283333333333333,0.12857120811268577
CDRP-bio,400,ranked,GE,0.229,0.08884755983643494,0.18462508721437293,0.07668612552531673,,,0.45633333333333337,0.0935444041915686
CDRP-bio,400,ranked,Late Fusion,0.29366666666666663,0.06583227847256151,0.24959055759055762,0.06705518889555667,,,0.521,0.14532339415554843
CDRP-bio,400,wilcoxon_union,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,400,wilcoxon_union,Early Fusion,0.325,0.02477678124553082,0.2807006802721088,0.025804324122970523,,,0.5363333333333333,0.10901325097844247
CDRP-bio,400,wilcoxon_union,GE,0.2606666666666667,0.05657590771108612,0.20110515873015872,0.05645910975582689,,,0.4633333333333334,0.059055059055088586
CDRP-bio,400,wilcoxon_union,Late Fusion,0.31733333333333336,0.07840953740174442,0.2728299319727891,0.09489601316827742,,,0.545,0.08046738469715542
CDRP-bio,5,random,CP,0.2366666666666667,0.05314201797141385,0.20959410430839,0.02384863028582227,,,0.44733333333333336,0.07055172780518061
CDRP-bio,5,random,Early Fusion,0.24633333333333332,0.05447561466007144,0.22260753532182104,0.03300486337310296,,,0.479,0.07944250191875324
CDRP-bio,5,random,GE,0.0924,0.059537336558200565,0.07362784992784993,0.050344850350883444,,,0.2704666666666667,0.08953651231222398
CDRP-bio,5,random,Late Fusion,0.25420000000000004,0.0429014805925977,0.22650135327635326,0.023924777647673427,,,0.4620666666666667,0.09156216265264616
CDRP-bio,5,ranked,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,5,ranked,Early Fusion,0.23666666666666666,0.06472162612982532,0.21407029478458045,0.034050207064092335,,,0.4726666666666667,0.07682592155140232
CDRP-bio,5,ranked,GE,0.16299999999999998,0.031367003186292576,0.12687925170068026,0.022068423608948954,,,0.359,0.08576129663198893
CDRP-bio,5,ranked,Late Fusion,0.26066666666666666,0.04085203653294275,0.22573901098901095,0.019026434452726997,,,0.44800000000000006,0.09587607742404892
CDRP-bio,50,random,CP,0.2366666666666667,0.05314201797141385,0.20959410430839,0.02384863028582227,,,0.44733333333333336,0.07055172780518061
CDRP-bio,50,random,Early Fusion,0.26280000000000003,0.06990522684850355,0.2392955636955637,0.06079419756282846,,,0.4953333333333333,0.10660588546048862
CDRP-bio,50,random,GE,0.15466666666666667,0.07290436404150506,0.12898395691609976,0.05373121825232398,,,0.35873333333333335,0.08881978216424367
CDRP-bio,50,random,Late Fusion,0.2531333333333333,0.06989131774617141,0.2320049813942671,0.053175724599679876,,,0.4723333333333333,0.08290026359248624
CDRP-bio,50,ranked,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,50,ranked,Early Fusion,0.26166666666666666,0.09941495528004494,0.24437362637362633,0.08671369307476089,,,0.4806666666666667,0.12850421523566194
CDRP-bio,50,ranked,GE,0.229,0.08884755983643496,0.18965145965145966,0.051385274144006066,,,0.44033333333333335,0.15061171564287051
CDRP-bio,50,ranked,Late Fusion,0.2773333333333333,0.05900329557650903,0.2469642857142857,0.0507715376902314,,,0.46399999999999997,0.13598713174414703
CDRP-bio,50,wilcoxon_union,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,50,wilcoxon_union,Early Fusion,0.29333333333333333,0.0752864898607682,0.26908424908424905,0.0637175571002283,,,0.554,0.17339982698953307
CDRP-bio,50,wilcoxon_union,GE,0.229,0.0793340336103547,0.19938095238095238,0.04109733482484253,,,0.5126666666666667,0.07238592558102871
CDRP-bio,50,wilcoxon_union,Late Fusion,0.302,0.09044181677864627,0.2780595238095238,0.06879527701233441,,,0.5373333333333333,0.12844475682391848
CDRP-bio,75,random,CP,0.2366666666666667,0.05314201797141385,0.20959410430839,0.02384863028582227,,,0.44733333333333336,0.07055172780518061
CDRP-bio,75,random,Early Fusion,0.24166666666666667,0.06715618887119566,0.22414699691842546,0.05247431390097976,,,0.4706666666666667,0.1052675163571365
CDRP-bio,75,random,GE,0.15986666666666666,0.06933199785038598,0.13508144368858654,0.05125873309741908,,,0.3392666666666667,0.0915770774326802
CDRP-bio,75,random,Late Fusion,0.2462,0.05098229540187891,0.22517132972847256,0.046874447874324626,,,0.46740000000000004,0.1111431342742155
CDRP-bio,75,ranked,CP,0.23666666666666666,0.058214163988576595,0.20959410430838998,0.02612486554629146,,,0.44733333333333325,0.07728554557972372
CDRP-bio,75,ranked,Early Fusion,0.2773333333333333,0.08297924774035709,0.237114010989011,0.061344123254199724,,,0.4640000000000001,0.10996590380658906
CDRP-bio,75,ranked,GE,0.311,0.11755377020278375,0.22730952380952382,0.06650505022717694,,,0.5056666666666667,0.1337991861792224
