dataset,top_n,gene_mode,modality,acc_mean,acc_std,f1_mean,f1_std,auroc_mean,auroc_std,topk_mean,topk_std
LINCS,200,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
LINCS,200,random,Early Fusion,0.271404323567683,0.08138310960791391,0.25807161279860336,0.0832328867244751,0.6759928596097674,0.05103216178408343,0.3874964897007721,0.07330814391771993
LINCS,200,random,GE,0.2520654752676279,0.0807241569360181,0.24624380102250765,0.08455244834492825,0.6776632732059621,0.04651043489450746,0.3877092511995061,0.074110371309829
LINCS,200,random,Late Fusion,0.26233051870949,0.09108130660859934,0.2410798376343159,0.09370209281443845,0.6687553604052542,0.05338428616524801,0.38189720276249145,0.08954159024149912
LINCS,200,ranked,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,200,ranked,Early Fusion,0.2653788052142666,0.10488845236925295,0.2521496503971338,0.10355467254019844,0.6693632450962844,0.07495191998507961,0.39726254111495246,0.11037770877188491
LINCS,200,ranked,GE,0.26643298140656696,0.11490768226090133,0.26371944480211473,0.1118418239618113,0.6937033236342135,0.05223117347626224,0.4211238109940242,0.07624151910932818
LINCS,200,ranked,Late Fusion,0.27188643730912104,0.1011827859912403,0.2530374983885051,0.10309499287358265,0.665574653039651,0.06480381811630628,0.37362621648846117,0.07901550592958778
LINCS,200,wilcoxon_union,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,200,wilcoxon_union,Early Fusion,0.2615335695228739,0.12015448035278892,0.2592599262858989,0.1161618794717155,0.6945497650411947,0.058531653159235156,0.40005390740560187,0.08833812666738124
LINCS,200,wilcoxon_union,GE,0.2617239878498112,0.09705198985073923,0.24970309771108218,0.09683095507967773,0.7129265118879048,0.04570178192420621,0.41888435383482336,0.06870353111001243
LINCS,200,wilcoxon_union,Late Fusion,0.2632355991332761,0.11406760161904492,0.24725649511558476,0.11138983009340384,0.6920719525896343,0.058362391598790864,0.38882066417397415,0.08943679207995707
LINCS,25,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
LINCS,25,random,Early Fusion,0.2609244431888634,0.08515342647656227,0.24152534800657474,0.09041501834252559,0.6578262290192619,0.057772489067932545,0.37213409419415405,0.0806886557516759
LINCS,25,random,GE,0.2155617678403952,0.07227437949489059,0.2049051185034729,0.07393936695373536,0.6389858407646246,0.036263882029967956,0.36236197132622217,0.0663779981638397
LINCS,25,random,Late Fusion,0.253439513713627,0.09125901724959815,0.23582785352736796,0.09248753289174311,0.6633901918635949,0.054419910230919896,0.38112583364278874,0.0878944240774341
LINCS,25,ranked,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,25,ranked,Early Fusion,0.25963851851911046,0.10388010723064058,0.24548756089117568,0.11179121284535247,0.6511999170363495,0.06579829323198305,0.36685535435179606,0.08847855206408377
LINCS,25,ranked,GE,0.2458040869075216,0.10487643265370444,0.24955847988480012,0.10512724226324385,0.6863818971847043,0.04460082929178618,0.4067168515052499,0.10384906706786026
LINCS,25,ranked,Late Fusion,0.2485079603307417,0.10019561465957322,0.23222882977199455,0.1007835893424222,0.6546410889067922,0.06019824942165594,0.37795395849017,0.09677585808038223
LINCS,25,wilcoxon_union,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,25,wilcoxon_union,Early Fusion,0.2724883312652652,0.11632798699397902,0.26040231603150793,0.12190420213108794,0.6699779568470282,0.06442933256868069,0.38031552268490476,0.105773409729038
LINCS,25,wilcoxon_union,GE,0.27343412124153704,0.10242418526699908,0.2763562817412436,0.11034273816817601,0.7075448613298917,0.03733940356604429,0.43884543570528045,0.09059267755808027
