UsedWells,Cell_Line,Compound,Compound_Category,Dose_Category,Dose,Compound_Usage,Target,Pathway,RowID,ColID,WellID,Markers,PlateID
1.0,ALS-WT,Panobinostat (LBH589),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,1.0,7.0,1-7,CellPainting,2021018171.0
1.0,ALS-WT,Vorinostat (SAHA. MK0683),HDAC inhibitor,1.0,10.0,known_query_cpd,Autophagy.HDAC,Epigenetics,1.0,9.0,1-9,CellPainting,2021018171.0
1.0,ALS-WT,Roscovitine (Seliciclib.CYC202),CDK inhibitor,1.0,10.0,known_query_cpd,CDK,Cell Cycle,1.0,15.0,1-15,CellPainting,2021018171.0
1.0,ALS-WT,Dimesna,tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,Others,Others,1.0,21.0,1-21,CellPainting,2021018171.0
1.0,ALS-WT,Vincristine sulfate,tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,Autophagy.Microtubule Associated,Cytoskeletal Signaling,2.0,7.0,2-7,CellPainting,2021018171.0
1.0,ALS-WT,Amonafide,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,2.0,21.0,2-21,CellPainting,2021018171.0
1.0,ALS-WT,Divalproex Sodium,HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,2.0,22.0,2-22,CellPainting,2021018171.0
1.0,ALS-WT,Pirarubicin,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,3.0,6.0,3-6,CellPainting,2021018171.0
1.0,ALS-WT,Entinostat (MS-275),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,3.0,9.0,3-9,CellPainting,2021018171.0
1.0,ALS-WT,Belinostat (PXD101),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,3.0,11.0,3-11,CellPainting,2021018171.0
1.0,ALS-WT,Everolimus (RAD001),mTOR inhibitor,1.0,10.0,known_query_cpd,mTOR,PI3K/Akt/mTOR,3.0,13.0,3-13,CellPainting,2021018171.0
1.0,ALS-WT,Plinabulin (NPI-2358),tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,VDA,Angiogenesis,3.0,17.0,3-17,CellPainting,2021018171.0
1.0,ALS-WT,AT7519,CDK inhibitor,1.0,10.0,known_query_cpd,CDK,Cell Cycle,3.0,20.0,3-20,CellPainting,2021018171.0
1.0,ALS-WT,Amisulpride,dopamine receptor antagonist,1.0,10.0,known_query_cpd,Dopamine Receptor,Neuronal Signaling,4.0,11.0,4-11,CellPainting,2021018171.0
1.0,ALS-WT,Betamethasone Valerate,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor,Endocrinology & Hormones,4.0,20.0,4-20,CellPainting,2021018171.0
1.0,ALS-WT,Acitretin,retinoid receptor agonist,1.0,10.0,known_query_cpd,Retinoid Receptor,Metabolism,4.0,21.0,4-21,CellPainting,2021018171.0
1.0,ALS-WT,Refametinib (RDEA119. Bay 86-9766),MEK inhibitor,1.0,10.0,known_query_cpd,MEK,MAPK,5.0,11.0,5-11,CellPainting,2021018171.0
1.0,ALS-WT,Mocetinostat (MGCD0103),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,5.0,13.0,5-13,CellPainting,2021018171.0
1.0,ALS-WT,Ganetespib (STA-9090),HSP inhibitor,1.0,10.0,known_query_cpd,HSP (e.g. HSP90),Cytoskeletal Signaling,5.0,15.0,5-15,CellPainting,2021018171.0
1.0,ALS-WT,Flavopiridol (Alvocidib),CDK inhibitor,1.0,10.0,known_query_cpd,CDK,Cell Cycle,6.0,5.0,6-5,CellPainting,2021018171.0
1.0,ALS-WT,Prednisone,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor.Immunology & Inflammation related,Endocrinology & Hormones,6.0,8.0,6-8,CellPainting,2021018171.0
1.0,ALS-WT,Lansoprazole,ATPase inhibitor,1.0,10.0,known_query_cpd,Proton Pump,Transmembrane Transporters,6.0,19.0,6-19,CellPainting,2021018171.0
1.0,ALS-WT,Ridaforolimus (Deforolimus. MK-8669),mTOR inhibitor,1.0,10.0,known_query_cpd,mTOR,PI3K/Akt/mTOR,7.0,5.0,7-5,CellPainting,2021018171.0
1.0,ALS-WT,PD0325901,MEK inhibitor,1.0,10.0,known_query_cpd,MEK,MAPK,7.0,7.0,7-7,CellPainting,2021018171.0
1.0,ALS-WT,Abexinostat (PCI-24781),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Cytoskeletal Signaling,7.0,11.0,7-11,CellPainting,2021018171.0
1.0,ALS-WT,Topotecan HCl,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,8.0,5.0,8-5,CellPainting,2021018171.0
1.0,ALS-WT,Dexamethasone (DHAP),glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Autophagy.IL Receptor,Others,8.0,15.0,8-15,CellPainting,2021018171.0
1.0,ALS-WT,Selumetinib (AZD6244),MEK inhibitor,1.0,10.0,known_query_cpd,MEK,MAPK,9.0,3.0,9-3,CellPainting,2021018171.0
1.0,ALS-WT,Gefitinib (ZD1839),EGFR inhibitor,1.0,10.0,known_query_cpd,EGFR,Protein Tyrosine Kinase,9.0,5.0,9-5,CellPainting,2021018171.0
1.0,ALS-WT,Rapamycin (Sirolimus),mTOR inhibitor,1.0,10.0,known_query_cpd,Autophagy.mTOR,PI3K/Akt/mTOR,9.0,7.0,9-7,CellPainting,2021018171.0
1.0,ALS-WT,Quisinostat (JNJ-26481585) 2HCl,HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Epigenetics,9.0,11.0,9-11,CellPainting,2021018171.0
1.0,ALS-WT,R406 (free base),SYK inhibitor,1.0,10.0,known_query_cpd,Syk,Angiogenesis,9.0,20.0,9-20,CellPainting,2021018171.0
1.0,ALS-WT,Lidocaine,histamine receptor agonist,1.0,10.0,known_query_cpd,Histamine Receptor,Neuronal Signaling,10.0,19.0,10-19,CellPainting,2021018171.0
1.0,ALS-WT,Doxorubicin (Adriamycin) HCl,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,11.0,21.0,11-21,CellPainting,2021018171.0
1.0,ALS-WT,Hydrocortisone,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor,Endocrinology & Hormones,12.0,20.0,12-20,CellPainting,2021018171.0
1.0,ALS-WT,Afatinib (BIBW2992),EGFR inhibitor,1.0,10.0,known_query_cpd,EGFR.HER2,Protein Tyrosine Kinase,13.0,3.0,13-3,CellPainting,2021018171.0
1.0,ALS-WT,Omeprazole,ATPase inhibitor,1.0,10.0,known_query_cpd,Proton Pump.Autophagy,Transmembrane Transporters,13.0,4.0,13-4,CellPainting,2021018171.0
1.0,ALS-WT,Lapatinib (GW-572016) Ditosylate,EGFR inhibitor,1.0,10.0,known_query_cpd,EGFR.HER2,Protein Tyrosine Kinase,13.0,5.0,13-5,CellPainting,2021018171.0
1.0,ALS-WT,Docetaxel,tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,Microtubule Associated,Cytoskeletal Signaling,13.0,13.0,13-13,CellPainting,2021018171.0
1.0,ALS-WT,ABT-751 (E7010),tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,Microtubule Associated,Cytoskeletal Signaling,13.0,15.0,13-15,CellPainting,2021018171.0
1.0,ALS-WT,Tazarotene,retinoid receptor agonist,1.0,10.0,known_query_cpd,Retinoid Receptor,Metabolism,13.0,22.0,13-22,CellPainting,2021018171.0
1.0,ALS-WT,Epirubicin HCl,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,14.0,3.0,14-3,CellPainting,2021018171.0
1.0,ALS-WT,Budesonide,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor,Endocrinology & Hormones,14.0,11.0,14-11,CellPainting,2021018171.0
1.0,ALS-WT,Desonide,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor,Endocrinology & Hormones,14.0,20.0,14-20,CellPainting,2021018171.0
1.0,ALS-WT,Temsirolimus (CCI-779. NSC 683864),mTOR inhibitor,1.0,10.0,known_query_cpd,mTOR,PI3K/Akt/mTOR,15.0,7.0,15-7,CellPainting,2021018171.0
1.0,ALS-WT,Paclitaxel,tubulin polymerization inhibitor,1.0,10.0,known_query_cpd,Autophagy.Microtubule Associated,Cytoskeletal Signaling,15.0,13.0,15-13,CellPainting,2021018171.0
1.0,ALS-WT,Valproic acid sodium salt (Sodium valproate),HDAC inhibitor,1.0,10.0,known_query_cpd,GABA Receptor.HDAC.Autophagy,Neuronal Signaling,15.0,15.0,15-15,CellPainting,2021018171.0
1.0,ALS-WT,Pracinostat (SB939),HDAC inhibitor,1.0,10.0,known_query_cpd,HDAC,Cytoskeletal Signaling,15.0,18.0,15-18,CellPainting,2021018171.0
1.0,ALS-WT,Etoposide,topoisomerase inhibitor,1.0,10.0,known_query_cpd,Topoisomerase,DNA Damage,16.0,3.0,16-3,CellPainting,2021018171.0
1.0,ALS-WT,Adapalene,retinoid receptor agonist,1.0,10.0,known_query_cpd,Retinoid Receptor,Metabolism,16.0,9.0,16-9,CellPainting,2021018171.0
1.0,ALS-WT,Isotretinoin,retinoid receptor agonist,1.0,10.0,known_query_cpd,Hydroxylase,Metabolism,16.0,21.0,16-21,CellPainting,2021018171.0
1.0,ALS-WT,Prednisolone,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Immunology & Inflammation related.Glucocorticoid Receptor,Endocrinology & Hormones,1.0,7.0,1-7,CellPainting,2021018172.0
1.0,ALS-WT,Lovastatin,HMGCR inhibitor,1.0,10.0,known_query_cpd,HMG-CoA Reductase,Metabolism,1.0,10.0,1-10,CellPainting,2021018172.0
1.0,ALS-WT,Tetrabenazine (Xenazine),dopamine receptor antagonist,1.0,10.0,known_query_cpd,Dopamine Receptor,Neuronal Signaling,1.0,15.0,1-15,CellPainting,2021018172.0
1.0,ALS-WT,Lapatinib,EGFR inhibitor,1.0,10.0,known_query_cpd,EGFR.HER2,Protein Tyrosine Kinase,1.0,18.0,1-18,CellPainting,2021018172.0
1.0,ALS-WT,Ixazomib (MLN2238),proteasome inhibitor,1.0,10.0,known_query_cpd,Proteasome,Proteases,2.0,4.0,2-4,CellPainting,2021018172.0
1.0,ALS-WT,Buparlisib (BKM120. NVP-BKM120),PI3K inhibitor,1.0,10.0,known_query_cpd,PI3K,PI3K/Akt/mTOR,2.0,8.0,2-8,CellPainting,2021018172.0
1.0,ALS-WT,Fluticasone propionate,glucocorticoid receptor agonist,1.0,10.0,known_query_cpd,Glucocorticoid Receptor,Endocrinology & Hormones,2.0,19.0,2-19,CellPainting,2021018172.0
